Sexo;Municipios;Nacionalidad (principales nacionalidades);Total
Ambos sexos;11037 Trebujena;Total Africa;78
Ambos sexos;11037 Trebujena;Marruecos;33
Ambos sexos;11037 Trebujena;Total América;4
Ambos sexos;11037 Trebujena;Colombia;1
Ambos sexos;11037 Trebujena;Ecuador;0
Ambos sexos;11037 Trebujena;Total Asia;0
Ambos sexos;11037 Trebujena;Resto;0
Ambos sexos;11038 Ubrique;Total Unión Europea;5
Ambos sexos;11038 Ubrique;Reino Unido;0
Ambos sexos;11038 Ubrique;Alemania;0
Ambos sexos;11038 Ubrique;Total Africa;17
Ambos sexos;11038 Ubrique;Marruecos;14
Ambos sexos;11038 Ubrique;Total América;19
Ambos sexos;11038 Ubrique;Colombia;7
Ambos sexos;11038 Ubrique;Ecuador;0
Ambos sexos;11038 Ubrique;Total Asia;2
Ambos sexos;11038 Ubrique;Resto;3
Ambos sexos;11039 Vejer de la Frontera;Total Unión Europea;130
Ambos sexos;11039 Vejer de la Frontera;Reino Unido;22
Ambos sexos;11039 Vejer de la Frontera;Alemania;44
Ambos sexos;11039 Vejer de la Frontera;Total Africa;10
Ambos sexos;11039 Vejer de la Frontera;Marruecos;10
Ambos sexos;11039 Vejer de la Frontera;Total América;20
Ambos sexos;11039 Vejer de la Frontera;Colombia;5
Ambos sexos;11039 Vejer de la Frontera;Ecuador;0
Ambos sexos;11039 Vejer de la Frontera;Total Asia;1
Ambos sexos;11039 Vejer de la Frontera;Resto;0
Ambos sexos;11040 Villaluenga del Rosario;Total Unión Europea;1
Ambos sexos;11040 Villaluenga del Rosario;Reino Unido;0
Ambos sexos;11040 Villaluenga del Rosario;Alemania;0
Ambos sexos;11040 Villaluenga del Rosario;Total Africa;0
Ambos sexos;11040 Villaluenga del Rosario;Marruecos;0
Ambos sexos;11040 Villaluenga del Rosario;Total América;0
Ambos sexos;11040 Villaluenga del Rosario;Colombia;0
Ambos sexos;11040 Villaluenga del Rosario;Ecuador;0
Ambos sexos;11040 Villaluenga del Rosario;Total Asia;0
Ambos sexos;11040 Villaluenga del Rosario;Resto;0
Ambos sexos;11041 Villamartín;Total Unión Europea;12
Ambos sexos;11041 Villamartín;Reino Unido;0
Ambos sexos;11041 Villamartín;Alemania;7
Ambos sexos;11041 Villamartín;Total Africa;15
Ambos sexos;11041 Villamartín;Marruecos;15
Ambos sexos;11041 Villamartín;Total América;13
Ambos sexos;11041 Villamartín;Colombia;9
Ambos sexos;11041 Villamartín;Ecuador;1
Ambos sexos;11041 Villamartín;Total Asia;1
Ambos sexos;11041 Villamartín;Resto;1
Ambos sexos;11042 Zahara;Total Unión Europea;2
Ambos sexos;11042 Zahara;Reino Unido;2
Ambos sexos;11042 Zahara;Alemania;0
Ambos sexos;11042 Zahara;Total Africa;1
Ambos sexos;11042 Zahara;Marruecos;1
Ambos sexos;11042 Zahara;Total América;0
Ambos sexos;11042 Zahara;Colombia;0
Ambos sexos;11042 Zahara;Ecuador;0
Ambos sexos;11042 Zahara;Total Asia;0
Ambos sexos;11042 Zahara;Resto;0
Ambos sexos;11901 Benalup;Total Unión Europea;8
Ambos sexos;11901 Benalup;Reino Unido;4
Ambos sexos;11901 Benalup;Alemania;0
Ambos sexos;11901 Benalup;Total Africa;9
Ambos sexos;11901 Benalup;Marruecos;5
Ambos sexos;11901 Benalup;Total América;4
Ambos sexos;11901 Benalup;Colombia;0
Ambos sexos;11901 Benalup;Ecuador;0
Ambos sexos;11901 Benalup;Total Asia;0
Ambos sexos;11901 Benalup;Resto;0
Ambos sexos;11902 San José del Valle;Total Unión Europea;0
Ambos sexos;11902 San José del Valle;Reino Unido;0
Ambos sexos;11902 San José del Valle;Alemania;0
Ambos sexos;11902 San José del Valle;Total Africa;1
Ambos sexos;11902 San José del Valle;Marruecos;1
Ambos sexos;11902 San José del Valle;Total América;3
Ambos sexos;11902 San José del Valle;Colombia;0
Ambos sexos;11902 San José del Valle;Ecuador;0
Ambos sexos;11902 San José del Valle;Total Asia;0
Ambos sexos;11902 San José del Valle;Resto;0
