Sexo;Municipios;Nacionalidad (continentes);Total
Ambos sexos;21044 Lepe;Resto;..
Ambos sexos;21045 Linares de la Sierra;Africa;..
Ambos sexos;21045 Linares de la Sierra;América;..
Ambos sexos;21045 Linares de la Sierra;Asia;..
Ambos sexos;21045 Linares de la Sierra;Europa;..
Ambos sexos;21045 Linares de la Sierra;Resto;..
Ambos sexos;21046 Lucena del Puerto;Africa;93
Ambos sexos;21046 Lucena del Puerto;América;..
Ambos sexos;21046 Lucena del Puerto;Asia;..
Ambos sexos;21046 Lucena del Puerto;Europa;2
Ambos sexos;21046 Lucena del Puerto;Resto;..
Ambos sexos;21047 Manzanilla;Africa;..
Ambos sexos;21047 Manzanilla;América;..
Ambos sexos;21047 Manzanilla;Asia;..
Ambos sexos;21047 Manzanilla;Europa;..
Ambos sexos;21047 Manzanilla;Resto;..
Ambos sexos;21048 Marines (Los);Africa;..
Ambos sexos;21048 Marines (Los);América;..
Ambos sexos;21048 Marines (Los);Asia;..
Ambos sexos;21048 Marines (Los);Europa;10
Ambos sexos;21048 Marines (Los);Resto;..
Ambos sexos;21049 Minas de Riotinto;Africa;1
Ambos sexos;21049 Minas de Riotinto;América;2
Ambos sexos;21049 Minas de Riotinto;Asia;..
Ambos sexos;21049 Minas de Riotinto;Europa;5
Ambos sexos;21049 Minas de Riotinto;Resto;..
Ambos sexos;21050 Moguer;Africa;183
Ambos sexos;21050 Moguer;América;12
Ambos sexos;21050 Moguer;Asia;1
Ambos sexos;21050 Moguer;Europa;50
Ambos sexos;21050 Moguer;Resto;..
Ambos sexos;21051 Nava (La);Africa;..
Ambos sexos;21051 Nava (La);América;..
Ambos sexos;21051 Nava (La);Asia;..
Ambos sexos;21051 Nava (La);Europa;4
Ambos sexos;21051 Nava (La);Resto;..
Ambos sexos;21052 Nerva;Africa;2
Ambos sexos;21052 Nerva;América;..
Ambos sexos;21052 Nerva;Asia;..
Ambos sexos;21052 Nerva;Europa;1
Ambos sexos;21052 Nerva;Resto;..
Ambos sexos;21053 Niebla;Africa;3
Ambos sexos;21053 Niebla;América;3
Ambos sexos;21053 Niebla;Asia;..
Ambos sexos;21053 Niebla;Europa;3
Ambos sexos;21053 Niebla;Resto;..
Ambos sexos;21054 Palma del Condado (La);Africa;18
Ambos sexos;21054 Palma del Condado (La);América;3
Ambos sexos;21054 Palma del Condado (La);Asia;..
Ambos sexos;21054 Palma del Condado (La);Europa;10
Ambos sexos;21054 Palma del Condado (La);Resto;..
Ambos sexos;21055 Palos de la Frontera;Africa;24
Ambos sexos;21055 Palos de la Frontera;América;4
