Municipios,Año,Total,Provincia,Clasificación
Minas de Riotinto,2008,4263.0,Huelva,3
Minas de Riotinto,2007,4281.0,Huelva,3
Minas de Riotinto,2006,4401.0,Huelva,3
Minas de Riotinto,2005,4478.0,Huelva,3
Minas de Riotinto,2004,4509.0,Huelva,3
Minas de Riotinto,2003,4567.0,Huelva,3
Minas de Riotinto,2002,4724.0,Huelva,3
Minas de Riotinto,2001,4825.0,Huelva,3
Minas de Riotinto,2000,4888.0,Huelva,3
Minas de Riotinto,1999,5027.0,Huelva,3
Minas de Riotinto,1998,5056.0,Huelva,3
Moguer,2019,22088.0,Huelva,4
Moguer,2018,21699.0,Huelva,4
Moguer,2017,21514.0,Huelva,4
Moguer,2016,21401.0,Huelva,4
Moguer,2015,21383.0,Huelva,4
Moguer,2014,21302.0,Huelva,4
Moguer,2013,21209.0,Huelva,4
Moguer,2012,20944.0,Huelva,4
Moguer,2011,20418.0,Huelva,4
Moguer,2010,20040.0,Huelva,4
Moguer,2009,19569.0,Huelva,4
Moguer,2008,19032.0,Huelva,4
Moguer,2007,18381.0,Huelva,4
Moguer,2006,18441.0,Huelva,4
Moguer,2005,16961.0,Huelva,4
Moguer,2004,16349.0,Huelva,4
Moguer,2003,15980.0,Huelva,4
Moguer,2002,15610.0,Huelva,4
Moguer,2001,14731.0,Huelva,4
Moguer,2000,14389.0,Huelva,4
Moguer,1999,14030.0,Huelva,4
Moguer,1998,13749.0,Huelva,4
La Nava,2019,266.0,Huelva,1
La Nava,2018,253.0,Huelva,1
La Nava,2017,266.0,Huelva,1
La Nava,2016,292.0,Huelva,1
La Nava,2015,289.0,Huelva,1
La Nava,2014,296.0,Huelva,1
La Nava,2013,295.0,Huelva,1
La Nava,2012,313.0,Huelva,1
La Nava,2011,324.0,Huelva,1
La Nava,2010,327.0,Huelva,1
La Nava,2009,321.0,Huelva,1
La Nava,2008,330.0,Huelva,1
La Nava,2007,339.0,Huelva,1
La Nava,2006,328.0,Huelva,1
La Nava,2005,275.0,Huelva,1
La Nava,2004,288.0,Huelva,1
La Nava,2003,295.0,Huelva,1
La Nava,2002,299.0,Huelva,1
La Nava,2001,311.0,Huelva,1
La Nava,2000,319.0,Huelva,1
La Nava,1999,326.0,Huelva,1
La Nava,1998,321.0,Huelva,1
Nerva,2019,5235.0,Huelva,3
Nerva,2018,5303.0,Huelva,3
Nerva,2017,5418.0,Huelva,3
Nerva,2016,5474.0,Huelva,3
Nerva,2015,5514.0,Huelva,3
Nerva,2014,5547.0,Huelva,3
Nerva,2013,5654.0,Huelva,3
Nerva,2012,5766.0,Huelva,3
Nerva,2011,5831.0,Huelva,3
Nerva,2010,5945.0,Huelva,3
Nerva,2009,6000.0,Huelva,3
Nerva,2008,5994.0,Huelva,3
Nerva,2007,5991.0,Huelva,3
Nerva,2006,5947.0,Huelva,3
Nerva,2005,5936.0,Huelva,3
Nerva,2004,6051.0,Huelva,3
Nerva,2003,6101.0,Huelva,3
Nerva,2002,6196.0,Huelva,3
Nerva,2001,6291.0,Huelva,3
Nerva,2000,6413.0,Huelva,3
Nerva,1999,6475.0,Huelva,3
Nerva,1998,6544.0,Huelva,3
Niebla,2019,4117.0,Huelva,3
Niebla,2018,4103.0,Huelva,3
Niebla,2017,4091.0,Huelva,3
Niebla,2016,4098.0,Huelva,3
Niebla,2015,3999.0,Huelva,3
Niebla,2014,4004.0,Huelva,3
Niebla,2013,3991.0,Huelva,3
Niebla,2012,4149.0,Huelva,3
Niebla,2011,4169.0,Huelva,3
Niebla,2010,4214.0,Huelva,3
Niebla,2009,4183.0,Huelva,3
Niebla,2008,4102.0,Huelva,3
Niebla,2007,4072.0,Huelva,3
Niebla,2006,4033.0,Huelva,3
Niebla,2005,3953.0,Huelva,3
Niebla,2004,3947.0,Huelva,3
Niebla,2003,3933.0,Huelva,3
Niebla,2002,3820.0,Huelva,3
Niebla,2001,3879.0,Huelva,3
Niebla,2000,3847.0,Huelva,3
Niebla,1999,3924.0,Huelva,3
Niebla,1998,3814.0,Huelva,3
La Palma del Condado,2019,10761.0,Huelva,3
La Palma del Condado,2018,10762.0,Huelva,3
La Palma del Condado,2017,10690.0,Huelva,3
La Palma del Condado,2016,10624.0,Huelva,3
La Palma del Condado,2015,10662.0,Huelva,3
La Palma del Condado,2014,10618.0,Huelva,3
La Palma del Condado,2013,10597.0,Huelva,3
La Palma del Condado,2012,10606.0,Huelva,3
La Palma del Condado,2011,10547.0,Huelva,3
La Palma del Condado,2010,10475.0,Huelva,3
La Palma del Condado,2009,10404.0,Huelva,3
La Palma del Condado,2008,10340.0,Huelva,3
La Palma del Condado,2007,10192.0,Huelva,3
La Palma del Condado,2006,10074.0,Huelva,3
La Palma del Condado,2005,9925.0,Huelva,3
La Palma del Condado,2004,9790.0,Huelva,3
La Palma del Condado,2003,9675.0,Huelva,3
La Palma del Condado,2002,9772.0,Huelva,3
La Palma del Condado,2001,9777.0,Huelva,3
La Palma del Condado,2000,9695.0,Huelva,3
La Palma del Condado,1999,9709.0,Huelva,3
La Palma del Condado,1998,9614.0,Huelva,3
Palos de la Frontera,2019,11289.0,Huelva,3
Palos de la Frontera,2018,11112.0,Huelva,3
Palos de la Frontera,2017,10885.0,Huelva,3
Palos de la Frontera,2016,10785.0,Huelva,3
Palos de la Frontera,2015,10365.0,Huelva,3
Palos de la Frontera,2014,10414.0,Huelva,3
Palos de la Frontera,2013,10196.0,Huelva,3
Palos de la Frontera,2012,9809.0,Huelva,3
Palos de la Frontera,2011,9377.0,Huelva,3
Palos de la Frontera,2010,9167.0,Huelva,3
Palos de la Frontera,2009,9043.0,Huelva,3
Palos de la Frontera,2008,8964.0,Huelva,3
Palos de la Frontera,2007,8529.0,Huelva,3
Palos de la Frontera,2006,8415.0,Huelva,3
Palos de la Frontera,2005,8181.0,Huelva,3
Palos de la Frontera,2004,7897.0,Huelva,3
Palos de la Frontera,2003,7895.0,Huelva,3
Palos de la Frontera,2002,7605.0,Huelva,3
Palos de la Frontera,2001,7337.0,Huelva,3
Palos de la Frontera,2000,7115.0,Huelva,3
Palos de la Frontera,1999,7060.0,Huelva,3
Palos de la Frontera,1998,7009.0,Huelva,3
Paterna del Campo,2019,3509.0,Huelva,3
Paterna del Campo,2018,3484.0,Huelva,3
Paterna del Campo,2017,3499.0,Huelva,3
Paterna del Campo,2016,3486.0,Huelva,3
Paterna del Campo,2015,3554.0,Huelva,3
Paterna del Campo,2014,3564.0,Huelva,3
Paterna del Campo,2013,3601.0,Huelva,3
Paterna del Campo,2012,3611.0,Huelva,3
Paterna del Campo,2011,3688.0,Huelva,3
Paterna del Campo,2010,3745.0,Huelva,3
Paterna del Campo,2009,3784.0,Huelva,3
Paterna del Campo,2008,3764.0,Huelva,3
Paterna del Campo,2007,3736.0,Huelva,3
Paterna del Campo,2006,3763.0,Huelva,3
Paterna del Campo,2005,3729.0,Huelva,3
Paterna del Campo,2004,3695.0,Huelva,3
Paterna del Campo,2003,3777.0,Huelva,3
Paterna del Campo,2002,3824.0,Huelva,3
Paterna del Campo,2001,3864.0,Huelva,3
Paterna del Campo,2000,3894.0,Huelva,3
Paterna del Campo,1999,3914.0,Huelva,3
Paterna del Campo,1998,3914.0,Huelva,3
Paymogo,2019,1159.0,Huelva,2
Paymogo,2018,1167.0,Huelva,2
Paymogo,2017,1195.0,Huelva,2
Paymogo,2016,1221.0,Huelva,2
Paymogo,2015,1238.0,Huelva,2
Paymogo,2014,1218.0,Huelva,2
Paymogo,2013,1253.0,Huelva,2
Paymogo,2012,1293.0,Huelva,2
Paymogo,2011,1308.0,Huelva,2
Paymogo,2010,1306.0,Huelva,2
Paymogo,2009,1318.0,Huelva,2
Paymogo,2008,1306.0,Huelva,2
Paymogo,2007,1292.0,Huelva,2
Paymogo,2006,1273.0,Huelva,2
Paymogo,2005,1290.0,Huelva,2
Paymogo,2004,1293.0,Huelva,2
Paymogo,2003,1262.0,Huelva,2
Paymogo,2002,1290.0,Huelva,2
Paymogo,2001,1289.0,Huelva,2
Paymogo,2000,1269.0,Huelva,2
Paymogo,1999,1235.0,Huelva,2
Paymogo,1998,1247.0,Huelva,2
Puebla de Guzmán,2019,3073.0,Huelva,3
Puebla de Guzmán,2018,3142.0,Huelva,3
Puebla de Guzmán,2017,3148.0,Huelva,3
Puebla de Guzmán,2016,3138.0,Huelva,3
Puebla de Guzmán,2015,3143.0,Huelva,3
Puebla de Guzmán,2014,3101.0,Huelva,3
Puebla de Guzmán,2013,3127.0,Huelva,3
Puebla de Guzmán,2012,3125.0,Huelva,3
Puebla de Guzmán,2011,3124.0,Huelva,3
Puebla de Guzmán,2010,3114.0,Huelva,3
Puebla de Guzmán,2009,3098.0,Huelva,3
Puebla de Guzmán,2008,3199.0,Huelva,3
Puebla de Guzmán,2007,3193.0,Huelva,3
Puebla de Guzmán,2006,3200.0,Huelva,3
Puebla de Guzmán,2005,3109.0,Huelva,3
Puebla de Guzmán,2004,3131.0,Huelva,3
Puebla de Guzmán,2003,3193.0,Huelva,3
Puebla de Guzmán,2002,3200.0,Huelva,3
Puebla de Guzmán,2001,3220.0,Huelva,3
Puebla de Guzmán,2000,3253.0,Huelva,3
Puebla de Guzmán,1999,3242.0,Huelva,3
Puebla de Guzmán,1998,3228.0,Huelva,3
Puerto Moral,2019,282.0,Huelva,1
Puerto Moral,2018,281.0,Huelva,1
Puerto Moral,2017,274.0,Huelva,1
Puerto Moral,2016,286.0,Huelva,1
Puerto Moral,2015,288.0,Huelva,1
Puerto Moral,2014,289.0,Huelva,1
Puerto Moral,2013,283.0,Huelva,1
Puerto Moral,2012,275.0,Huelva,1
Puerto Moral,2011,272.0,Huelva,1
Puerto Moral,2010,270.0,Huelva,1
Puerto Moral,2009,272.0,Huelva,1
Puerto Moral,2008,273.0,Huelva,1
Puerto Moral,2007,287.0,Huelva,1
Puerto Moral,2006,272.0,Huelva,1
Puerto Moral,2005,262.0,Huelva,1
Puerto Moral,2004,258.0,Huelva,1
Puerto Moral,2003,259.0,Huelva,1
Puerto Moral,2002,254.0,Huelva,1
Puerto Moral,2001,250.0,Huelva,1
Puerto Moral,2000,254.0,Huelva,1
Puerto Moral,1999,251.0,Huelva,1
Puerto Moral,1998,242.0,Huelva,1
Punta Umbría,2019,15242.0,Huelva,4
Punta Umbría,2018,15134.0,Huelva,4
Punta Umbría,2017,15038.0,Huelva,4
Punta Umbría,2016,15053.0,Huelva,4
Punta Umbría,2015,14996.0,Huelva,4
Punta Umbría,2014,14934.0,Huelva,4
Punta Umbría,2013,14976.0,Huelva,4
Punta Umbría,2012,14919.0,Huelva,4
Punta Umbría,2011,14899.0,Huelva,4
Punta Umbría,2010,14714.0,Huelva,4
Punta Umbría,2009,14708.0,Huelva,4
Punta Umbría,2008,14515.0,Huelva,4
Punta Umbría,2007,14274.0,Huelva,4
Punta Umbría,2006,14033.0,Huelva,4
Punta Umbría,2005,13736.0,Huelva,4
Punta Umbría,2004,13089.0,Huelva,4
Punta Umbría,2003,12925.0,Huelva,4
Punta Umbría,2002,12583.0,Huelva,4
Punta Umbría,2001,12296.0,Huelva,4
Punta Umbría,2000,11987.0,Huelva,4
Punta Umbría,1999,11864.0,Huelva,4
Punta Umbría,1998,11523.0,Huelva,4
Rociana del Condado,2019,7855.0,Huelva,3
Rociana del Condado,2018,7751.0,Huelva,3
Rociana del Condado,2017,7714.0,Huelva,3
Rociana del Condado,2016,7735.0,Huelva,3
Rociana del Condado,2015,7643.0,Huelva,3
Rociana del Condado,2014,7691.0,Huelva,3
Rociana del Condado,2013,7673.0,Huelva,3
Rociana del Condado,2012,7634.0,Huelva,3
Rociana del Condado,2011,7573.0,Huelva,3
Rociana del Condado,2010,7362.0,Huelva,3
Rociana del Condado,2009,7317.0,Huelva,3
Rociana del Condado,2008,7341.0,Huelva,3
Rociana del Condado,2007,7020.0,Huelva,3
Rociana del Condado,2006,6863.0,Huelva,3
Rociana del Condado,2005,6533.0,Huelva,3
Rociana del Condado,2004,6408.0,Huelva,3
Rociana del Condado,2003,6370.0,Huelva,3
Rociana del Condado,2002,6327.0,Huelva,3
Rociana del Condado,2001,6302.0,Huelva,3
Rociana del Condado,2000,6292.0,Huelva,3
Rociana del Condado,1999,6353.0,Huelva,3
Rociana del Condado,1998,6310.0,Huelva,3
Rosal de la Frontera,2019,1697.0,Huelva,2
Rosal de la Frontera,2018,1707.0,Huelva,2
Rosal de la Frontera,2017,1702.0,Huelva,2
Rosal de la Frontera,2016,1728.0,Huelva,2
Rosal de la Frontera,2015,1750.0,Huelva,2
Rosal de la Frontera,2014,1775.0,Huelva,2
Rosal de la Frontera,2013,1830.0,Huelva,2
Rosal de la Frontera,2012,1890.0,Huelva,2
Rosal de la Frontera,2011,1913.0,Huelva,2
Rosal de la Frontera,2010,1911.0,Huelva,2
Rosal de la Frontera,2009,1879.0,Huelva,2
Rosal de la Frontera,2008,1846.0,Huelva,2
Rosal de la Frontera,2007,1820.0,Huelva,2
Rosal de la Frontera,2006,1819.0,Huelva,2
Rosal de la Frontera,2005,1817.0,Huelva,2
Rosal de la Frontera,2004,1807.0,Huelva,2
Rosal de la Frontera,2003,1792.0,Huelva,2
Rosal de la Frontera,2002,1749.0,Huelva,2
Rosal de la Frontera,2001,1827.0,Huelva,2
Rosal de la Frontera,2000,1865.0,Huelva,2
Rosal de la Frontera,1999,1869.0,Huelva,2
Rosal de la Frontera,1998,1880.0,Huelva,2
San Bartolomé de la Torre,2019,3736.0,Huelva,3
San Bartolomé de la Torre,2018,3679.0,Huelva,3
San Bartolomé de la Torre,2017,3640.0,Huelva,3
San Bartolomé de la Torre,2016,3618.0,Huelva,3
San Bartolomé de la Torre,2015,3608.0,Huelva,3
San Bartolomé de la Torre,2014,3658.0,Huelva,3
San Bartolomé de la Torre,2013,3610.0,Huelva,3
San Bartolomé de la Torre,2012,3560.0,Huelva,3
San Bartolomé de la Torre,2011,3566.0,Huelva,3
San Bartolomé de la Torre,2010,3530.0,Huelva,3
San Bartolomé de la Torre,2009,3468.0,Huelva,3
San Bartolomé de la Torre,2008,3446.0,Huelva,3
San Bartolomé de la Torre,2007,3327.0,Huelva,3
San Bartolomé de la Torre,2006,3205.0,Huelva,3
San Bartolomé de la Torre,2005,3030.0,Huelva,3
San Bartolomé de la Torre,2004,2972.0,Huelva,3
San Bartolomé de la Torre,2003,2951.0,Huelva,3
San Bartolomé de la Torre,2002,2991.0,Huelva,3
San Bartolomé de la Torre,2001,2965.0,Huelva,3
San Bartolomé de la Torre,2000,2945.0,Huelva,3
San Bartolomé de la Torre,1999,2897.0,Huelva,3
San Bartolomé de la Torre,1998,2909.0,Huelva,3
San Juan del Puerto,2019,9300.0,Huelva,3
San Juan del Puerto,2018,9198.0,Huelva,3
San Juan del Puerto,2017,9116.0,Huelva,3
San Juan del Puerto,2016,8949.0,Huelva,3
San Juan del Puerto,2015,8832.0,Huelva,3
San Juan del Puerto,2014,8743.0,Huelva,3
San Juan del Puerto,2013,8600.0,Huelva,3
San Juan del Puerto,2012,8479.0,Huelva,3
San Juan del Puerto,2011,8374.0,Huelva,3
San Juan del Puerto,2010,8190.0,Huelva,3
San Juan del Puerto,2009,8049.0,Huelva,3
San Juan del Puerto,2008,7798.0,Huelva,3
San Juan del Puerto,2007,7520.0,Huelva,3
San Juan del Puerto,2006,7204.0,Huelva,3
San Juan del Puerto,2005,6881.0,Huelva,3
San Juan del Puerto,2004,6560.0,Huelva,3
San Juan del Puerto,2003,6244.0,Huelva,3
San Juan del Puerto,2002,6058.0,Huelva,3
San Juan del Puerto,2001,5961.0,Huelva,3
San Juan del Puerto,2000,5933.0,Huelva,3
San Juan del Puerto,1999,5882.0,Huelva,3
San Juan del Puerto,1998,5910.0,Huelva,3
San Silvestre de Guzmán,2019,623.0,Huelva,1
San Silvestre de Guzmán,2018,607.0,Huelva,1
San Silvestre de Guzmán,2017,611.0,Huelva,1
San Silvestre de Guzmán,2016,604.0,Huelva,1
San Silvestre de Guzmán,2015,634.0,Huelva,1
San Silvestre de Guzmán,2014,692.0,Huelva,1
San Silvestre de Guzmán,2013,699.0,Huelva,1
San Silvestre de Guzmán,2012,718.0,Huelva,1
San Silvestre de Guzmán,2011,731.0,Huelva,1
San Silvestre de Guzmán,2010,755.0,Huelva,1
San Silvestre de Guzmán,2009,747.0,Huelva,1
San Silvestre de Guzmán,2008,754.0,Huelva,1
San Silvestre de Guzmán,2007,708.0,Huelva,1
San Silvestre de Guzmán,2006,662.0,Huelva,1
San Silvestre de Guzmán,2005,626.0,Huelva,1
San Silvestre de Guzmán,2004,627.0,Huelva,1
San Silvestre de Guzmán,2003,629.0,Huelva,1
San Silvestre de Guzmán,2002,671.0,Huelva,1
San Silvestre de Guzmán,2001,668.0,Huelva,1
San Silvestre de Guzmán,2000,647.0,Huelva,1
San Silvestre de Guzmán,1999,653.0,Huelva,1
San Silvestre de Guzmán,1998,648.0,Huelva,1
Sanlúcar de Guadiana,2019,409.0,Huelva,1
Sanlúcar de Guadiana,2018,396.0,Huelva,1
Sanlúcar de Guadiana,2017,419.0,Huelva,1
Sanlúcar de Guadiana,2016,431.0,Huelva,1
Sanlúcar de Guadiana,2015,443.0,Huelva,1
Sanlúcar de Guadiana,2014,447.0,Huelva,1
Sanlúcar de Guadiana,2013,461.0,Huelva,1
Sanlúcar de Guadiana,2012,446.0,Huelva,1
Sanlúcar de Guadiana,2011,440.0,Huelva,1
Sanlúcar de Guadiana,2010,408.0,Huelva,1
Sanlúcar de Guadiana,2009,367.0,Huelva,1
Sanlúcar de Guadiana,2008,370.0,Huelva,1
Sanlúcar de Guadiana,2007,378.0,Huelva,1
Sanlúcar de Guadiana,2006,373.0,Huelva,1
Sanlúcar de Guadiana,2005,379.0,Huelva,1
Sanlúcar de Guadiana,2004,370.0,Huelva,1
Sanlúcar de Guadiana,2003,379.0,Huelva,1
Sanlúcar de Guadiana,2002,392.0,Huelva,1
Sanlúcar de Guadiana,2001,381.0,Huelva,1
Sanlúcar de Guadiana,2000,397.0,Huelva,1
Sanlúcar de Guadiana,1999,397.0,Huelva,1
Sanlúcar de Guadiana,1998,393.0,Huelva,1
Santa Ana la Real,2019,476.0,Huelva,1
Santa Ana la Real,2018,480.0,Huelva,1
Santa Ana la Real,2017,491.0,Huelva,1
Santa Ana la Real,2016,498.0,Huelva,1
Santa Ana la Real,2015,523.0,Huelva,1
Santa Ana la Real,2014,534.0,Huelva,1
Santa Ana la Real,2013,535.0,Huelva,1
Santa Ana la Real,2012,542.0,Huelva,1
Santa Ana la Real,2011,520.0,Huelva,1
Santa Ana la Real,2010,493.0,Huelva,1
Santa Ana la Real,2009,482.0,Huelva,1
Santa Ana la Real,2008,519.0,Huelva,1
Santa Ana la Real,2007,484.0,Huelva,1
Santa Ana la Real,2006,484.0,Huelva,1
Santa Ana la Real,2005,502.0,Huelva,1
Santa Ana la Real,2004,495.0,Huelva,1
Santa Ana la Real,2003,494.0,Huelva,1
Santa Ana la Real,2002,470.0,Huelva,1
Santa Ana la Real,2001,489.0,Huelva,1
Santa Ana la Real,2000,509.0,Huelva,1
Santa Ana la Real,1999,514.0,Huelva,1
Santa Ana la Real,1998,495.0,Huelva,1
Santa Bárbara de Casa,2019,1035.0,Huelva,2
Santa Bárbara de Casa,2018,1054.0,Huelva,2
Santa Bárbara de Casa,2017,1092.0,Huelva,2
Santa Bárbara de Casa,2016,1087.0,Huelva,2
Santa Bárbara de Casa,2015,1113.0,Huelva,2
Santa Bárbara de Casa,2014,1093.0,Huelva,2
Santa Bárbara de Casa,2013,1098.0,Huelva,2
Santa Bárbara de Casa,2012,1151.0,Huelva,2
Santa Bárbara de Casa,2011,1177.0,Huelva,2
Santa Bárbara de Casa,2010,1162.0,Huelva,2
Santa Bárbara de Casa,2009,1160.0,Huelva,2
Santa Bárbara de Casa,2008,1188.0,Huelva,2
Santa Bárbara de Casa,2007,1172.0,Huelva,2
Santa Bárbara de Casa,2006,1158.0,Huelva,2
Santa Bárbara de Casa,2005,1203.0,Huelva,2
Santa Bárbara de Casa,2004,1237.0,Huelva,2
Santa Bárbara de Casa,2003,1255.0,Huelva,2
Santa Bárbara de Casa,2002,1302.0,Huelva,2
Santa Bárbara de Casa,2001,1312.0,Huelva,2
Santa Bárbara de Casa,2000,1337.0,Huelva,2
Santa Bárbara de Casa,1999,1368.0,Huelva,2
Santa Bárbara de Casa,1998,1377.0,Huelva,2
Santa Olalla del Cala,2019,2001.0,Huelva,3
Santa Olalla del Cala,2018,2004.0,Huelva,3
Santa Olalla del Cala,2017,2003.0,Huelva,3
Santa Olalla del Cala,2016,2042.0,Huelva,3
Santa Olalla del Cala,2015,2010.0,Huelva,3
Santa Olalla del Cala,2014,2002.0,Huelva,3
Santa Olalla del Cala,2013,2023.0,Huelva,3
Santa Olalla del Cala,2012,2120.0,Huelva,3
Santa Olalla del Cala,2011,2190.0,Huelva,3
Santa Olalla del Cala,2010,2177.0,Huelva,3
Santa Olalla del Cala,2009,2187.0,Huelva,3
Santa Olalla del Cala,2008,2164.0,Huelva,3
Santa Olalla del Cala,2007,2142.0,Huelva,3
Santa Olalla del Cala,2006,2135.0,Huelva,3
Santa Olalla del Cala,2005,2143.0,Huelva,3
Santa Olalla del Cala,2004,2176.0,Huelva,3
Santa Olalla del Cala,2003,2173.0,Huelva,3
Santa Olalla del Cala,2002,2192.0,Huelva,3
Santa Olalla del Cala,2001,2203.0,Huelva,3
Santa Olalla del Cala,2000,2244.0,Huelva,3
Santa Olalla del Cala,1999,2297.0,Huelva,3
Santa Olalla del Cala,1998,2278.0,Huelva,3
Trigueros,2019,7713.0,Huelva,3
Trigueros,2018,7782.0,Huelva,3
Trigueros,2017,7708.0,Huelva,3
Trigueros,2016,7628.0,Huelva,3
Trigueros,2015,7746.0,Huelva,3
Trigueros,2014,7780.0,Huelva,3
Trigueros,2013,7822.0,Huelva,3
Trigueros,2012,7801.0,Huelva,3
Trigueros,2011,7820.0,Huelva,3
Trigueros,2010,7729.0,Huelva,3
Trigueros,2009,7584.0,Huelva,3
Trigueros,2008,7477.0,Huelva,3
Trigueros,2007,7396.0,Huelva,3
Trigueros,2006,7373.0,Huelva,3
Trigueros,2005,7260.0,Huelva,3
Trigueros,2004,7212.0,Huelva,3
Trigueros,2003,7194.0,Huelva,3
Trigueros,2002,7194.0,Huelva,3
Trigueros,2001,7197.0,Huelva,3
Trigueros,2000,7213.0,Huelva,3
Trigueros,1999,7225.0,Huelva,3
Trigueros,1998,7229.0,Huelva,3
Valdelarco,2019,239.0,Huelva,1
Valdelarco,2018,243.0,Huelva,1
Valdelarco,2017,238.0,Huelva,1
Valdelarco,2016,233.0,Huelva,1
Valdelarco,2015,225.0,Huelva,1
Valdelarco,2014,227.0,Huelva,1
Valdelarco,2013,223.0,Huelva,1
Valdelarco,2012,234.0,Huelva,1
Valdelarco,2011,254.0,Huelva,1
Valdelarco,2010,254.0,Huelva,1
Valdelarco,2009,255.0,Huelva,1
Valdelarco,2008,240.0,Huelva,1
Valdelarco,2007,229.0,Huelva,1
Valdelarco,2006,237.0,Huelva,1
Valdelarco,2005,241.0,Huelva,1
Valdelarco,2004,250.0,Huelva,1
Valdelarco,2003,256.0,Huelva,1
Valdelarco,2002,265.0,Huelva,1
Valdelarco,2001,268.0,Huelva,1
Valdelarco,2000,275.0,Huelva,1
Valdelarco,1999,273.0,Huelva,1
Valdelarco,1998,279.0,Huelva,1
Valverde del Camino,2019,12820.0,Huelva,4
Valverde del Camino,2018,12780.0,Huelva,4
Valverde del Camino,2017,12839.0,Huelva,4
Valverde del Camino,2016,12857.0,Huelva,4
Valverde del Camino,2015,12766.0,Huelva,4
Valverde del Camino,2014,12740.0,Huelva,4
Valverde del Camino,2013,12766.0,Huelva,4
Valverde del Camino,2012,12902.0,Huelva,4
Valverde del Camino,2011,12827.0,Huelva,4
Valverde del Camino,2010,12746.0,Huelva,4
Valverde del Camino,2009,12780.0,Huelva,4
Valverde del Camino,2008,12665.0,Huelva,4
Valverde del Camino,2007,12621.0,Huelva,4
Valverde del Camino,2006,12615.0,Huelva,4
Valverde del Camino,2005,12554.0,Huelva,4
Valverde del Camino,2004,12497.0,Huelva,4
Valverde del Camino,2003,12487.0,Huelva,4
Valverde del Camino,2002,12523.0,Huelva,4
Valverde del Camino,2001,12477.0,Huelva,4
Valverde del Camino,2000,12480.0,Huelva,4
Valverde del Camino,1999,12510.0,Huelva,4
Valverde del Camino,1998,12510.0,Huelva,4
Villablanca,2019,2848.0,Huelva,3
Villablanca,2018,2839.0,Huelva,3
Villablanca,2017,2781.0,Huelva,3
Villablanca,2016,2801.0,Huelva,3
Villablanca,2015,2880.0,Huelva,3
Villablanca,2014,2958.0,Huelva,3
Villablanca,2013,3012.0,Huelva,3
Villablanca,2012,2975.0,Huelva,3
Villablanca,2011,2916.0,Huelva,3
Villablanca,2010,2800.0,Huelva,3
Villablanca,2009,2793.0,Huelva,3
Villablanca,2008,2732.0,Huelva,3
Villablanca,2007,2577.0,Huelva,3
Villablanca,2006,2419.0,Huelva,3
Villablanca,2005,2324.0,Huelva,3
Villablanca,2004,2222.0,Huelva,3
Villablanca,2003,2146.0,Huelva,3
Villablanca,2002,2075.0,Huelva,3
Villablanca,2001,2060.0,Huelva,3
Villablanca,2000,2053.0,Huelva,3
Villablanca,1999,2030.0,Huelva,3
Villablanca,1998,2052.0,Huelva,3
Villalba del Alcor,2019,3338.0,Huelva,3
Villalba del Alcor,2018,3283.0,Huelva,3
Villalba del Alcor,2017,3279.0,Huelva,3
Villalba del Alcor,2016,3308.0,Huelva,3
Villalba del Alcor,2015,3320.0,Huelva,3
Villalba del Alcor,2014,3352.0,Huelva,3
Villalba del Alcor,2013,3395.0,Huelva,3
Villalba del Alcor,2012,3444.0,Huelva,3
Villalba del Alcor,2011,3433.0,Huelva,3
Villalba del Alcor,2010,3465.0,Huelva,3
Villalba del Alcor,2009,3510.0,Huelva,3
Villalba del Alcor,2008,3527.0,Huelva,3
Villalba del Alcor,2007,3480.0,Huelva,3
Villalba del Alcor,2006,3445.0,Huelva,3
Villalba del Alcor,2005,3422.0,Huelva,3
Villalba del Alcor,2004,3439.0,Huelva,3
Villalba del Alcor,2003,3475.0,Huelva,3
Villalba del Alcor,2002,3520.0,Huelva,3
Villalba del Alcor,2001,3530.0,Huelva,3
Villalba del Alcor,2000,3604.0,Huelva,3
Villalba del Alcor,1999,3589.0,Huelva,3
Villalba del Alcor,1998,3587.0,Huelva,3
Villanueva de las Cruces,2019,373.0,Huelva,1
Villanueva de las Cruces,2018,382.0,Huelva,1
Villanueva de las Cruces,2017,386.0,Huelva,1
Villanueva de las Cruces,2016,385.0,Huelva,1
Villanueva de las Cruces,2015,379.0,Huelva,1
Villanueva de las Cruces,2014,386.0,Huelva,1
Villanueva de las Cruces,2013,400.0,Huelva,1
Villanueva de las Cruces,2012,412.0,Huelva,1
Villanueva de las Cruces,2011,418.0,Huelva,1
Villanueva de las Cruces,2010,413.0,Huelva,1
Villanueva de las Cruces,2009,415.0,Huelva,1
Villanueva de las Cruces,2008,421.0,Huelva,1
Villanueva de las Cruces,2007,416.0,Huelva,1
Villanueva de las Cruces,2006,409.0,Huelva,1
Villanueva de las Cruces,2005,410.0,Huelva,1
Villanueva de las Cruces,2004,410.0,Huelva,1
Villanueva de las Cruces,2003,400.0,Huelva,1
Villanueva de las Cruces,2002,407.0,Huelva,1
Villanueva de las Cruces,2001,429.0,Huelva,1
Villanueva de las Cruces,2000,423.0,Huelva,1
Villanueva de las Cruces,1999,430.0,Huelva,1
Villanueva de las Cruces,1998,428.0,Huelva,1
Villanueva de los Castillejos,2019,2820.0,Huelva,3
Villanueva de los Castillejos,2018,2761.0,Huelva,3
Villanueva de los Castillejos,2017,2747.0,Huelva,3
