,Municipio,variable,value
241,Puebla de Don Fadrique,enero_2006,2.03
242,Puebla de Guzmán,enero_2006,3.09
243,Puente de Génave,enero_2006,3.99
244,Puerto Serrano,enero_2006,2.84
245,Pulianas,enero_2006,2.11
246,Pulpí,enero_2006,10.26
247,Purullena,enero_2006,3.01
248,Quesada,enero_2006,4.4
249,Riogordo,enero_2006,2.28
250,Rociana del Condado,enero_2006,7.43
251,Rus,enero_2006,5.29
252,Sabiote,enero_2006,8.74
253,Salar,enero_2006,12.63
254,Salteras,enero_2006,1.94
255,San Bartolomé de la Torre,enero_2006,9.98
256,San José del Valle,enero_2006,4.97
257,San Juan del Puerto,enero_2006,3.5
258,Santa Olalla del Cala,enero_2006,6.56
259,Santaella,enero_2006,13.91
260,Santiago-Pontones,enero_2006,1.81
261,Santiponce,enero_2006,2.17
262,Santisteban del Puerto,enero_2006,7.7
263,Santo Tomé,enero_2006,21.88
264,Serón,enero_2006,1.78
265,Setenil de las Bodegas,enero_2006,8.47
266,Sierra de Yeguas,enero_2006,14.66
267,Siles,enero_2006,4.22
268,Sorbas,enero_2006,2.86
269,Tabernas,enero_2006,3.06
270,Teba,enero_2006,6.38
271,Tocina,enero_2006,13.75
272,Tolox,enero_2006,2.7
273,Torreblascopedro,enero_2006,7.13
274,Torreperogil,enero_2006,13.99
275,Trebujena,enero_2006,4.49
276,Trigueros,enero_2006,2.06
277,Turre,enero_2006,2.1
278,Tíjola,enero_2006,2.12
279,Ugíjar,enero_2006,2.61
280,Umbrete,enero_2006,3.85
281,Valdepeñas de Jaén,enero_2006,3.94
282,Valencina de la Concepción,enero_2006,3.91
283,Valle de Abdalajís,enero_2006,2.77
284,Valle del Zalabí,enero_2006,2.51
285,Vegas del Genil,enero_2006,2.8
286,Viator,enero_2006,9.47
287,Vilches,enero_2006,4.48
288,Villa de Otura,enero_2006,2.91
289,Villa del Río,enero_2006,3.18
290,Villablanca,enero_2006,7.15
291,Villafranca de Córdoba,enero_2006,6.19
292,Villalba del Alcor,enero_2006,3.66
293,Villamanrique de la Condesa,enero_2006,1.65
294,Villanueva Mesía,enero_2006,6.29
295,Villanueva de Algaidas,enero_2006,11.95
296,Villanueva de Córdoba,enero_2006,2.73
297,Villanueva de la Reina,enero_2006,16.47
298,Villanueva de los Castillejos,enero_2006,6.86
299,Villanueva del Ariscal,enero_2006,1.29
300,Villanueva del Arzobispo,enero_2006,11.67
301,Villanueva del Rosario,enero_2006,4.55
302,Villanueva del Río y Minas,enero_2006,3.22
303,Villanueva del Trabuco,enero_2006,9.12
304,Villarrasa,enero_2006,8.06
305,Villatorres,enero_2006,17.17
306,Villaverde del Río,enero_2006,5.96
307,Villaviciosa de Córdoba,enero_2006,1.36
308,Vélez de Benaudalla,enero_2006,2.77
309,Vélez-Blanco,enero_2006,1.66
310,Vélez-Rubio,enero_2006,2.58
311,Yunquera,enero_2006,4.38
312,Zafarraya,enero_2006,6.45
313,Zalamea la Real,enero_2006,2.19
314,Zurgena,enero_2006,2.36
315,Zújar,enero_2006,1.64
316,Órgiva,enero_2006,1.78
317,Adamuz,febrero_2006,9.5
318,Alameda,febrero_2006,9.47
319,Albaida del Aljarafe,febrero_2006,2.08
320,Albuñol,febrero_2006,3.97
321,Alcalá de los Gazules,febrero_2006,2.78
322,Alcalá del Río,febrero_2006,4.47
323,Alcalá del Valle,febrero_2006,2.34
324,Alcolea del Río,febrero_2006,5.27
325,Alfacar,febrero_2006,1.58
326,Algarinejo,febrero_2006,5.08
327,Algarrobo,febrero_2006,2.17
328,Algodonales,febrero_2006,3.36
329,Alhama de Almería,febrero_2006,2.81
330,Alhama de Granada,febrero_2006,5.52
331,Alhendín,febrero_2006,1.92
332,Almargen,febrero_2006,5.19
333,Almedinilla,febrero_2006,8.79
334,Almensilla,febrero_2006,2.64
335,Almodóvar del Río,febrero_2006,9.8
336,Almogía,febrero_2006,1.02
337,Alosno,febrero_2006,2.05
338,Alozaina,febrero_2006,1.75
339,Antas,febrero_2006,6.18
340,Aracena,febrero_2006,3.44
341,Arboleas,febrero_2006,1.65
342,Archidona,febrero_2006,8.46
343,Ardales,febrero_2006,3.05
344,Arenas del Rey,febrero_2006,2.41
345,Arjona,febrero_2006,8.23
346,Arjonilla,febrero_2006,5.78
347,Aroche,febrero_2006,5.64
348,Arriate,febrero_2006,1.87
349,Arroyo del Ojanco,febrero_2006,7.92
350,Aznalcázar,febrero_2006,14.34
351,Aznalcóllar,febrero_2006,2.71
352,Badolatosa,febrero_2006,8.56
353,Baños de la Encina,febrero_2006,1.03
354,Beas,febrero_2006,3.04
355,Beas de Segura,febrero_2006,5.52
356,Bedmar y Garcíez,febrero_2006,1.7
357,Begíjar,febrero_2006,4.26
358,Belalcázar,febrero_2006,1.88
359,Belmez,febrero_2006,1.17
360,Benacazón,febrero_2006,4.73
361,Benahadux,febrero_2006,2.89
362,Benahavís,febrero_2006,13.22
363,Benalup-Casas Viejas,febrero_2006,3.79
364,Benalúa,febrero_2006,2.36
365,Benamaurel,febrero_2006,3.14
366,Benamejí,febrero_2006,8.69
367,Benamocarra,febrero_2006,3.46
368,Bollullos de la Mitación,febrero_2006,8.81
369,Bonares,febrero_2006,12.53
370,Bornos,febrero_2006,2.85
371,Bujalance,febrero_2006,7.7
372,Burguillos,febrero_2006,4.55
373,Cabra del Santo Cristo,febrero_2006,3.35
374,Calañas,febrero_2006,1.48
375,Cambil,febrero_2006,1.9
376,Campillo de Arenas,febrero_2006,6.34
377,Campillos,febrero_2006,7.27
378,Canena,febrero_2006,4.8
379,Caniles,febrero_2006,2.12
380,Canillas de Aceituno,febrero_2006,2.88
381,Cantillana,febrero_2006,4.84
382,Cantoria,febrero_2006,2.32
383,Carboneras,febrero_2006,3.06
384,Carcabuey,febrero_2006,5.8
385,Carrión de los Céspedes,febrero_2006,3.4
386,Casabermeja,febrero_2006,1.4
387,Casarabonela,febrero_2006,2.51
388,Casares,febrero_2006,7.49
389,Casariche,febrero_2006,5.56
390,Castellar,febrero_2006,5.34
391,Castellar de la Frontera,febrero_2006,2.99
392,Castilblanco de los Arroyos,febrero_2006,2.22
393,Castilleja de Guzmán,febrero_2006,0.6
394,Castillo de Locubín,febrero_2006,6.57
395,Castril,febrero_2006,2.21
396,Castro del Río,febrero_2006,8.22
397,Cazalla de la Sierra,febrero_2006,3.65
398,Cazorla,febrero_2006,3.99
399,Cañada Rosal,febrero_2006,3.61
400,Cañete de las Torres,febrero_2006,9.53
401,Cañete la Real,febrero_2006,3.51
402,Cenes de la Vega,febrero_2006,0.98
403,Chauchina,febrero_2006,5.76
404,Chucena,febrero_2006,4.58
405,Churriana de la Vega,febrero_2006,1.98
406,Cijuela,febrero_2006,3.25
407,Cogollos de la Vega,febrero_2006,1.38
408,Colmenar,febrero_2006,3.25
409,Constantina,febrero_2006,4.66
410,Cortegana,febrero_2006,3.02
411,Cortes de Baza,febrero_2006,4.67
412,Cortes de la Frontera,febrero_2006,1.7
413,Cuevas de San Marcos,febrero_2006,4.97
414,Cuevas del Campo,febrero_2006,3.09
415,Cumbres Mayores,febrero_2006,4.64
416,Cájar,febrero_2006,1.11
417,Cómpeta,febrero_2006,2.21
418,Cúllar,febrero_2006,2.16
419,Cúllar Vega,febrero_2006,2.9
420,Dalías,febrero_2006,1.5
421,Deifontes,febrero_2006,3.27
422,Dos Torres,febrero_2006,2.39
423,Doña Mencía,febrero_2006,9.18
424,Dúrcal,febrero_2006,2.17
425,El Bosque,febrero_2006,3.11
426,El Burgo,febrero_2006,8.0
427,El Campillo,febrero_2006,9.8
428,El Carpio,febrero_2006,3.37
429,El Cerro de Andévalo,febrero_2006,1.94
430,El Coronil,febrero_2006,3.78
431,El Cuervo de Sevilla,febrero_2006,5.32
432,El Pedroso,febrero_2006,5.57
433,El Rubio,febrero_2006,3.37
434,El Saucejo,febrero_2006,3.2
435,El Viso,febrero_2006,3.09
436,Encinas Reales,febrero_2006,11.3
437,Escacena del Campo,febrero_2006,2.02
438,Espartinas,febrero_2006,5.15
439,Espejo,febrero_2006,4.77
440,Espera,febrero_2006,10.91
441,Espiel,febrero_2006,3.39
442,Fernán-Núñez,febrero_2006,1.99
443,Fines,febrero_2006,2.14
444,Fiñana,febrero_2006,1.53
445,Frigiliana,febrero_2006,1.45
446,Fuensanta de Martos,febrero_2006,3.37
447,Fuente Obejuna,febrero_2006,2.14
448,Fuente Vaqueros,febrero_2006,3.48
449,Fuente de Piedra,febrero_2006,10.28
450,Fuentes de Andalucía,febrero_2006,2.96
451,Garrucha,febrero_2006,2.68
452,Gelves,febrero_2006,1.79
453,Gerena,febrero_2006,2.43
454,Gilena,febrero_2006,4.21
455,Grazalema,febrero_2006,2.5
456,Guadahortuna,febrero_2006,2.88
457,Guadalcanal,febrero_2006,8.05
458,Gualchos,febrero_2006,7.32
459,Guaro,febrero_2006,1.48
460,Guarromán,febrero_2006,2.72
461,Guillena,febrero_2006,5.01
462,Gádor,febrero_2006,3.82
463,Gójar,febrero_2006,1.33
464,Güejar Sierra,febrero_2006,2.13
465,Güevéjar,febrero_2006,1.53
466,Herrera,febrero_2006,3.41
467,Hinojos,febrero_2006,4.85
468,Hinojosa del Duque,febrero_2006,1.14
469,Hornachuelos,febrero_2006,23.21
470,Huelma,febrero_2006,2.93
471,Huesa,febrero_2006,1.91
472,Humilladero,febrero_2006,3.28
473,Huéscar,febrero_2006,2.28
474,Huétor Tájar,febrero_2006,7.63
475,Huévar del Aljarafe,febrero_2006,3.54
476,Ibros,febrero_2006,3.11
477,Isla Mayor,febrero_2006,1.28
478,Iznalloz,febrero_2006,5.52
479,Iznájar,febrero_2006,12.52
480,Jabalquinto,febrero_2006,4.22
481,Jabugo,febrero_2006,2.87
482,Jamilena,febrero_2006,6.36
483,Jimena de la Frontera,febrero_2006,1.71
484,Jun,febrero_2006,1.38
485,La Campana,febrero_2006,2.64
486,La Guardia de Jaén,febrero_2006,3.15
487,La Luisiana,febrero_2006,4.18
488,La Mojonera,febrero_2006,5.03
489,La Palma del Condado,febrero_2006,3.02
490,La Puebla de los Infantes,febrero_2006,5.07
491,La Puerta de Segura,febrero_2006,4.35
492,La Rambla,febrero_2006,5.41
493,La Roda de Andalucía,febrero_2006,4.02
494,Lanjarón,febrero_2006,2.13
495,Lantejuela,febrero_2006,0.0
496,Lecrín,febrero_2006,4.55
497,Lopera,febrero_2006,7.41
498,Los Corrales,febrero_2006,3.18
499,Los Gallardos,febrero_2006,2.59
500,Los Molares,febrero_2006,4.14
501,Los Villares,febrero_2006,2.51
502,Lucena del Puerto,febrero_2006,57.01
503,Luque,febrero_2006,6.04
504,Láchar,febrero_2006,5.71
505,Macael,febrero_2006,2.64
506,Manilva,febrero_2006,4.33
507,Manzanilla,febrero_2006,2.08
508,Marinaleda,febrero_2006,3.31
509,Marmolejo,febrero_2006,5.7
510,Martín de la Jara,febrero_2006,2.78
511,Mengíbar,febrero_2006,2.83
512,Minas de Riotinto,febrero_2006,1.66
513,Moclín,febrero_2006,7.07
514,Mojácar,febrero_2006,6.74
515,Mollina,febrero_2006,5.24
516,Molvízar,febrero_2006,2.33
517,Monachil,febrero_2006,4.31
518,Monda,febrero_2006,4.06
519,Montalbán de Córdoba,febrero_2006,8.4
520,Montefrío,febrero_2006,6.22
521,Montejícar,febrero_2006,2.85
522,Montellano,febrero_2006,4.4
523,Montemayor,febrero_2006,4.67
524,Montoro,febrero_2006,5.03
525,Monturque,febrero_2006,7.1
526,Moraleda de Zafayona,febrero_2006,9.52
527,Moriles,febrero_2006,4.74
528,Navas de San Juan,febrero_2006,7.69
529,Nerva,febrero_2006,1.93
530,Niebla,febrero_2006,4.86
531,Noalejo,febrero_2006,2.56
532,Nueva Carteya,febrero_2006,7.99
533,Ojén,febrero_2006,3.53
534,Olivares,febrero_2006,1.65
535,Olula del Río,febrero_2006,1.45
536,Olvera,febrero_2006,4.04
537,Orcera,febrero_2006,4.16
538,Oria,febrero_2006,1.72
539,Padul,febrero_2006,2.26
540,Palomares del Río,febrero_2006,2.29
541,Palos de la Frontera,febrero_2006,39.29
542,Paradas,febrero_2006,3.9
543,Paterna de Rivera,febrero_2006,3.01
544,Paterna del Campo,febrero_2006,3.08
545,Peal de Becerro,febrero_2006,4.57
546,Pechina,febrero_2006,1.99
547,Pedrera,febrero_2006,4.28
548,Pedro Abad,febrero_2006,3.89
549,Pegalajar,febrero_2006,1.55
550,Periana,febrero_2006,2.92
551,Peñaflor,febrero_2006,4.36
552,Pizarra,febrero_2006,1.8
553,Porcuna,febrero_2006,7.11
554,Posadas,febrero_2006,4.5
555,Pozo Alcón,febrero_2006,2.39
556,Prado del Rey,febrero_2006,2.45
557,Pruna,febrero_2006,3.39
558,Puebla de Don Fadrique,febrero_2006,1.36
559,Puebla de Guzmán,febrero_2006,1.84
560,Puente de Génave,febrero_2006,2.69
561,Puerto Serrano,febrero_2006,2.69
562,Pulianas,febrero_2006,2.7
563,Pulpí,febrero_2006,7.09
564,Purullena,febrero_2006,3.36
565,Quesada,febrero_2006,4.18
566,Riogordo,febrero_2006,2.34
567,Rociana del Condado,febrero_2006,9.27
568,Rus,febrero_2006,2.33
569,Sabiote,febrero_2006,4.02
570,Salar,febrero_2006,15.21
571,Salteras,febrero_2006,3.6
572,San Bartolomé de la Torre,febrero_2006,14.51
573,San José del Valle,febrero_2006,4.12
574,San Juan del Puerto,febrero_2006,3.22
575,Santa Olalla del Cala,febrero_2006,4.22
576,Santaella,febrero_2006,11.16
577,Santiago-Pontones,febrero_2006,2.67
578,Santiponce,febrero_2006,1.73
579,Santisteban del Puerto,febrero_2006,8.75
580,Santo Tomé,febrero_2006,12.74
581,Serón,febrero_2006,1.07
582,Setenil de las Bodegas,febrero_2006,7.67
583,Sierra de Yeguas,febrero_2006,11.29
584,Siles,febrero_2006,2.64
585,Sorbas,febrero_2006,1.76
586,Tabernas,febrero_2006,2.32
587,Teba,febrero_2006,4.75
588,Tocina,febrero_2006,9.68
589,Tolox,febrero_2006,2.48
590,Torreblascopedro,febrero_2006,3.53
591,Torreperogil,febrero_2006,5.38
592,Trebujena,febrero_2006,2.33
593,Trigueros,febrero_2006,1.84
594,Turre,febrero_2006,2.2
595,Tíjola,febrero_2006,2.19
596,Ugíjar,febrero_2006,2.61
597,Umbrete,febrero_2006,3.73
598,Valdepeñas de Jaén,febrero_2006,1.53
599,Valencina de la Concepción,febrero_2006,3.65
600,Valle de Abdalajís,febrero_2006,3.08
601,Valle del Zalabí,febrero_2006,3.46
602,Vegas del Genil,febrero_2006,3.26
603,Viator,febrero_2006,6.23
604,Vilches,febrero_2006,3.15
605,Villa de Otura,febrero_2006,1.26
606,Villa del Río,febrero_2006,3.0
607,Villablanca,febrero_2006,9.18
608,Villafranca de Córdoba,febrero_2006,4.05
609,Villalba del Alcor,febrero_2006,3.28
610,Villamanrique de la Condesa,febrero_2006,2.41
611,Villanueva Mesía,febrero_2006,6.99
612,Villanueva de Algaidas,febrero_2006,14.76
613,Villanueva de Córdoba,febrero_2006,1.8
614,Villanueva de la Reina,febrero_2006,8.65
615,Villanueva de los Castillejos,febrero_2006,16.98
616,Villanueva del Ariscal,febrero_2006,1.59
617,Villanueva del Arzobispo,febrero_2006,6.77
618,Villanueva del Rosario,febrero_2006,5.01
619,Villanueva del Río y Minas,febrero_2006,2.49
620,Villanueva del Trabuco,febrero_2006,9.52
621,Villarrasa,febrero_2006,5.66
622,Villatorres,febrero_2006,5.81
623,Villaverde del Río,febrero_2006,4.38
624,Villaviciosa de Córdoba,febrero_2006,0.83
625,Vélez de Benaudalla,febrero_2006,2.87
626,Vélez-Blanco,febrero_2006,1.66
627,Vélez-Rubio,febrero_2006,2.16
628,Yunquera,febrero_2006,4.9
629,Zafarraya,febrero_2006,6.54
630,Zalamea la Real,febrero_2006,0.82
631,Zurgena,febrero_2006,3.17
632,Zújar,febrero_2006,1.92
633,Órgiva,febrero_2006,1.67
634,Adamuz,marzo_2006,9.32
635,Alameda,marzo_2006,6.57
636,Albaida del Aljarafe,marzo_2006,2.59
637,Albuñol,marzo_2006,5.57
638,Alcalá de los Gazules,marzo_2006,3.86
639,Alcalá del Río,marzo_2006,4.41
640,Alcalá del Valle,marzo_2006,3.85
641,Alcolea del Río,marzo_2006,6.91
642,Alfacar,marzo_2006,1.93
643,Algarinejo,marzo_2006,5.3
644,Algarrobo,marzo_2006,2.65
645,Algodonales,marzo_2006,4.49
646,Alhama de Almería,marzo_2006,3.63
647,Alhama de Granada,marzo_2006,6.78
648,Alhendín,marzo_2006,2.03
649,Almargen,marzo_2006,4.72
650,Almedinilla,marzo_2006,6.43
651,Almensilla,marzo_2006,3.51
652,Almodóvar del Río,marzo_2006,15.04
653,Almogía,marzo_2006,1.39
654,Alosno,marzo_2006,4.0
655,Alozaina,marzo_2006,1.89
656,Antas,marzo_2006,9.31
657,Aracena,marzo_2006,4.05
658,Arboleas,marzo_2006,2.29
659,Archidona,marzo_2006,8.44
660,Ardales,marzo_2006,4.42
661,Arenas del Rey,marzo_2006,3.77
662,Arjona,marzo_2006,6.41
663,Arjonilla,marzo_2006,5.53
664,Aroche,marzo_2006,5.17
665,Arriate,marzo_2006,2.18
666,Arroyo del Ojanco,marzo_2006,5.8
667,Aznalcázar,marzo_2006,10.52
668,Aznalcóllar,marzo_2006,2.9
669,Badolatosa,marzo_2006,8.19
670,Baños de la Encina,marzo_2006,2.8
671,Beas,marzo_2006,2.04
672,Beas de Segura,marzo_2006,7.1
673,Bedmar y Garcíez,marzo_2006,8.07
674,Begíjar,marzo_2006,3.51
675,Belalcázar,marzo_2006,1.91
676,Belmez,marzo_2006,1.23
677,Benacazón,marzo_2006,4.12
678,Benahadux,marzo_2006,2.89
679,Benahavís,marzo_2006,14.16
680,Benalup-Casas Viejas,marzo_2006,4.73
681,Benalúa,marzo_2006,2.39
682,Benamaurel,marzo_2006,4.38
683,Benamejí,marzo_2006,10.73
684,Benamocarra,marzo_2006,2.74
685,Bollullos de la Mitación,marzo_2006,7.28
686,Bonares,marzo_2006,9.36
687,Bornos,marzo_2006,3.72
688,Bujalance,marzo_2006,7.65
689,Burguillos,marzo_2006,5.32
690,Cabra del Santo Cristo,marzo_2006,3.89
691,Calañas,marzo_2006,1.8
692,Cambil,marzo_2006,3.47
693,Campillo de Arenas,marzo_2006,6.78
694,Campillos,marzo_2006,4.0
695,Canena,marzo_2006,5.28
696,Caniles,marzo_2006,3.0
697,Canillas de Aceituno,marzo_2006,1.89
698,Cantillana,marzo_2006,5.08
699,Cantoria,marzo_2006,3.02
700,Carboneras,marzo_2006,2.58
