,Municipio,variable,value
314,Huércal-Overa,marzo_2006,3.82
315,Huétor Vega,marzo_2006,1.17
316,Illora,marzo_2006,4.16
317,Isla Cristina,marzo_2006,8.94
318,Jódar,marzo_2006,3.14
319,La Algaba,marzo_2006,2.39
320,La Carlota,marzo_2006,4.54
321,La Carolina,marzo_2006,1.92
322,La Línea de la Concepción,marzo_2006,1.99
323,La Puebla de Cazalla,marzo_2006,5.05
324,La Puebla del Río,marzo_2006,1.79
325,La Rinconada,marzo_2006,5.99
326,La Zubia,marzo_2006,0.92
327,Las Cabezas de San Juan,marzo_2006,5.42
328,Las Gabias,marzo_2006,2.05
329,Lebrija,marzo_2006,7.99
330,Lepe,marzo_2006,13.63
331,Linares,marzo_2006,1.81
332,Loja,marzo_2006,8.02
333,Lora del Río,marzo_2006,6.9
334,Los Barrios,marzo_2006,5.36
335,Los Palacios y Villafranca,marzo_2006,5.25
336,Lucena,marzo_2006,9.07
337,Mairena del Alcor,marzo_2006,3.93
338,Mairena del Aljarafe,marzo_2006,2.97
339,Mancha Real,marzo_2006,3.94
340,Maracena,marzo_2006,1.56
341,Marchena,marzo_2006,4.58
342,Martos,marzo_2006,5.03
343,Medina-Sidonia,marzo_2006,3.68
344,Mijas,marzo_2006,4.61
345,Moguer,marzo_2006,27.85
346,Montilla,marzo_2006,4.31
347,Morón de la Frontera,marzo_2006,3.72
348,Motril,marzo_2006,5.03
349,Nerja,marzo_2006,3.19
350,Níjar,marzo_2006,4.44
351,Ogíjares,marzo_2006,1.83
352,Osuna,marzo_2006,4.23
353,Palma del Río,marzo_2006,15.33
354,Peligros,marzo_2006,4.22
355,Peñarroya-Pueblonuevo,marzo_2006,1.04
356,Pilas,marzo_2006,3.6
357,Pinos Puente,marzo_2006,3.96
358,Pozoblanco,marzo_2006,3.04
359,Priego de Córdoba,marzo_2006,4.35
360,Puente Genil,marzo_2006,4.81
361,Puerto Real,marzo_2006,3.42
362,Punta Umbría,marzo_2006,3.55
363,Rincón de la Victoria,marzo_2006,1.99
364,Ronda,marzo_2006,3.14
365,Roquetas de Mar,marzo_2006,3.71
366,Rota,marzo_2006,3.54
367,Rute,marzo_2006,10.17
368,Salobreña,marzo_2006,3.56
369,San Fernando,marzo_2006,1.8
370,San Juan de Aznalfarache,marzo_2006,2.83
371,San Roque,marzo_2006,5.68
372,Sanlúcar de Barrameda,marzo_2006,3.63
373,Sanlúcar la Mayor,marzo_2006,6.74
374,Santa Fe,marzo_2006,3.93
375,Tarifa,marzo_2006,2.03
376,Tomares,marzo_2006,3.62
377,Torre del Campo,marzo_2006,2.74
378,Torredonjimeno,marzo_2006,3.18
379,Torremolinos,marzo_2006,5.39
380,Torrox,marzo_2006,3.33
381,Ubrique,marzo_2006,2.72
382,Utrera,marzo_2006,3.96
383,Valverde del Camino,marzo_2006,2.12
384,Vejer de la Frontera,marzo_2006,3.85
385,Vera,marzo_2006,7.37
386,Villacarrillo,marzo_2006,9.41
387,Villamartín,marzo_2006,5.78
388,Vélez-Málaga,marzo_2006,3.18
389,Vícar,marzo_2006,3.92
390,Álora,marzo_2006,1.89
391,Écija,marzo_2006,5.73
392,Úbeda,marzo_2006,3.83
393,Adra,abril_2006,1.92
394,Aguilar de la Frontera,abril_2006,12.53
395,Albolote,abril_2006,5.28
396,Albox,abril_2006,2.23
397,Alcalá de Guadaíra,abril_2006,3.41
398,Alcalá la Real,abril_2006,2.77
399,Alcaudete,abril_2006,4.28
400,Alhaurín de la Torre,abril_2006,2.94
401,Alhaurín el Grande,abril_2006,1.68
402,Aljaraque,abril_2006,1.82
403,Almonte,abril_2006,11.3
404,Almuñécar,abril_2006,3.3
405,Andújar,abril_2006,2.84
406,Antequera,abril_2006,5.06
407,Arahal,abril_2006,3.65
408,Arcos de la Frontera,abril_2006,5.58
409,Armilla,abril_2006,2.65
410,Atarfe,abril_2006,3.31
411,Ayamonte,abril_2006,5.32
412,Baena,abril_2006,3.48
413,Baeza,abril_2006,3.02
414,Bailén,abril_2006,2.6
415,Barbate,abril_2006,1.84
416,Baza,abril_2006,1.43
417,Benalmádena,abril_2006,4.18
418,Berja,abril_2006,1.58
419,Bollullos Par del Condado,abril_2006,6.05
420,Bormujos,abril_2006,2.4
421,Brenes,abril_2006,10.92
422,Cabra,abril_2006,3.52
423,Camas,abril_2006,1.84
424,Carmona,abril_2006,7.73
425,Cartaya,abril_2006,11.13
426,Castilleja de la Cuesta,abril_2006,1.35
427,Chiclana de la Frontera,abril_2006,3.07
428,Chipiona,abril_2006,4.53
429,Conil de la Frontera,abril_2006,3.78
430,Coria del Río,abril_2006,1.78
431,Coín,abril_2006,2.05
432,Cuevas del Almanzora,abril_2006,4.07
433,Cártama,abril_2006,1.92
434,El Ejido,abril_2006,5.57
435,El Puerto de Santa María,abril_2006,3.11
436,El Viso del Alcor,abril_2006,2.35
437,Estepa,abril_2006,3.81
438,Estepona,abril_2006,3.5
439,Fuengirola,abril_2006,3.48
440,Fuente Palmera,abril_2006,6.76
441,Gibraleón,abril_2006,7.24
442,Gines,abril_2006,1.26
443,Guadix,abril_2006,1.45
444,Huércal de Almería,abril_2006,3.5
445,Huércal-Overa,abril_2006,3.33
446,Huétor Vega,abril_2006,0.93
447,Illora,abril_2006,3.33
448,Isla Cristina,abril_2006,5.9
449,Jódar,abril_2006,2.95
450,La Algaba,abril_2006,2.18
451,La Carlota,abril_2006,6.37
452,La Carolina,abril_2006,1.44
453,La Línea de la Concepción,abril_2006,1.62
454,La Puebla de Cazalla,abril_2006,4.4
455,La Puebla del Río,abril_2006,1.93
456,La Rinconada,abril_2006,5.58
457,La Zubia,abril_2006,0.87
458,Las Cabezas de San Juan,abril_2006,4.59
459,Las Gabias,abril_2006,1.5
460,Lebrija,abril_2006,7.36
461,Lepe,abril_2006,9.47
462,Linares,abril_2006,1.58
463,Loja,abril_2006,5.52
464,Lora del Río,abril_2006,9.98
465,Los Barrios,abril_2006,5.06
466,Los Palacios y Villafranca,abril_2006,5.54
467,Lucena,abril_2006,4.24
468,Mairena del Alcor,abril_2006,3.43
469,Mairena del Aljarafe,abril_2006,2.06
470,Mancha Real,abril_2006,2.38
471,Maracena,abril_2006,1.21
472,Marchena,abril_2006,4.56
473,Martos,abril_2006,4.08
474,Medina-Sidonia,abril_2006,2.93
475,Mijas,abril_2006,3.19
476,Moguer,abril_2006,17.01
477,Montilla,abril_2006,3.62
478,Morón de la Frontera,abril_2006,3.99
479,Motril,abril_2006,4.59
480,Nerja,abril_2006,3.26
481,Níjar,abril_2006,3.92
482,Ogíjares,abril_2006,1.64
483,Osuna,abril_2006,3.83
484,Palma del Río,abril_2006,8.36
485,Peligros,abril_2006,3.57
486,Peñarroya-Pueblonuevo,abril_2006,1.08
487,Pilas,abril_2006,1.98
488,Pinos Puente,abril_2006,2.8
489,Pozoblanco,abril_2006,2.51
490,Priego de Córdoba,abril_2006,3.58
491,Puente Genil,abril_2006,3.15
492,Puerto Real,abril_2006,2.97
493,Punta Umbría,abril_2006,3.16
494,Rincón de la Victoria,abril_2006,1.45
495,Ronda,abril_2006,2.43
496,Roquetas de Mar,abril_2006,3.54
497,Rota,abril_2006,3.87
498,Rute,abril_2006,5.02
499,Salobreña,abril_2006,3.3
500,San Fernando,abril_2006,1.42
501,San Juan de Aznalfarache,abril_2006,1.97
502,San Roque,abril_2006,4.35
503,Sanlúcar de Barrameda,abril_2006,3.41
504,Sanlúcar la Mayor,abril_2006,6.56
505,Santa Fe,abril_2006,2.47
506,Tarifa,abril_2006,2.91
507,Tomares,abril_2006,2.43
508,Torre del Campo,abril_2006,1.48
509,Torredonjimeno,abril_2006,2.17
510,Torremolinos,abril_2006,4.83
511,Torrox,abril_2006,2.32
512,Ubrique,abril_2006,2.56
513,Utrera,abril_2006,4.17
514,Valverde del Camino,abril_2006,1.47
515,Vejer de la Frontera,abril_2006,2.83
516,Vera,abril_2006,8.29
517,Villacarrillo,abril_2006,7.05
518,Villamartín,abril_2006,5.8
519,Vélez-Málaga,abril_2006,2.97
520,Vícar,abril_2006,3.22
521,Álora,abril_2006,2.23
522,Écija,abril_2006,6.65
523,Úbeda,abril_2006,2.66
524,Adra,mayo_2006,3.16
525,Aguilar de la Frontera,mayo_2006,9.36
526,Albolote,mayo_2006,4.79
527,Albox,mayo_2006,3.08
528,Alcalá de Guadaíra,mayo_2006,4.79
529,Alcalá la Real,mayo_2006,3.07
530,Alcaudete,mayo_2006,4.43
531,Alhaurín de la Torre,mayo_2006,4.06
532,Alhaurín el Grande,mayo_2006,1.71
533,Aljaraque,mayo_2006,2.38
534,Almonte,mayo_2006,8.6
535,Almuñécar,mayo_2006,3.95
536,Andújar,mayo_2006,3.9
537,Antequera,mayo_2006,5.18
538,Arahal,mayo_2006,3.4
539,Arcos de la Frontera,mayo_2006,6.9
540,Armilla,mayo_2006,2.89
541,Atarfe,mayo_2006,3.88
542,Ayamonte,mayo_2006,6.49
543,Baena,mayo_2006,4.13
544,Baeza,mayo_2006,3.02
545,Bailén,mayo_2006,3.07
546,Barbate,mayo_2006,1.75
547,Baza,mayo_2006,1.89
548,Benalmádena,mayo_2006,4.6
549,Berja,mayo_2006,1.85
550,Bollullos Par del Condado,mayo_2006,4.67
551,Bormujos,mayo_2006,3.64
552,Brenes,mayo_2006,10.62
553,Cabra,mayo_2006,3.76
554,Camas,mayo_2006,2.42
555,Carmona,mayo_2006,7.69
556,Cartaya,mayo_2006,7.89
557,Castilleja de la Cuesta,mayo_2006,1.5
558,Chiclana de la Frontera,mayo_2006,4.13
559,Chipiona,mayo_2006,6.28
560,Conil de la Frontera,mayo_2006,3.62
561,Coria del Río,mayo_2006,2.6
562,Coín,mayo_2006,2.04
563,Cuevas del Almanzora,mayo_2006,21.79
564,Cártama,mayo_2006,2.38
565,El Ejido,mayo_2006,5.64
566,El Puerto de Santa María,mayo_2006,4.4
567,El Viso del Alcor,mayo_2006,2.6
568,Estepa,mayo_2006,6.05
569,Estepona,mayo_2006,3.68
570,Fuengirola,mayo_2006,3.98
571,Fuente Palmera,mayo_2006,6.96
572,Gibraleón,mayo_2006,7.27
573,Gines,mayo_2006,2.25
574,Guadix,mayo_2006,1.62
575,Huércal de Almería,mayo_2006,4.37
576,Huércal-Overa,mayo_2006,3.66
577,Huétor Vega,mayo_2006,1.06
578,Illora,mayo_2006,4.01
579,Isla Cristina,mayo_2006,6.33
580,Jódar,mayo_2006,2.49
581,La Algaba,mayo_2006,2.06
582,La Carlota,mayo_2006,5.2
583,La Carolina,mayo_2006,2.11
584,La Línea de la Concepción,mayo_2006,1.94
585,La Puebla de Cazalla,mayo_2006,4.77
586,La Puebla del Río,mayo_2006,2.04
587,La Rinconada,mayo_2006,13.08
588,La Zubia,mayo_2006,1.19
589,Las Cabezas de San Juan,mayo_2006,6.47
590,Las Gabias,mayo_2006,2.03
591,Lebrija,mayo_2006,6.06
592,Lepe,mayo_2006,7.58
593,Linares,mayo_2006,2.02
594,Loja,mayo_2006,4.64
595,Lora del Río,mayo_2006,9.22
596,Los Barrios,mayo_2006,6.17
597,Los Palacios y Villafranca,mayo_2006,6.48
598,Lucena,mayo_2006,3.93
599,Mairena del Alcor,mayo_2006,5.42
600,Mairena del Aljarafe,mayo_2006,2.83
601,Mancha Real,mayo_2006,2.65
602,Maracena,mayo_2006,1.59
603,Marchena,mayo_2006,4.83
604,Martos,mayo_2006,4.07
605,Medina-Sidonia,mayo_2006,3.94
606,Mijas,mayo_2006,3.73
607,Moguer,mayo_2006,6.37
608,Montilla,mayo_2006,4.48
609,Morón de la Frontera,mayo_2006,3.33
610,Motril,mayo_2006,5.12
611,Nerja,mayo_2006,3.27
612,Níjar,mayo_2006,4.55
613,Ogíjares,mayo_2006,1.84
614,Osuna,mayo_2006,4.4
615,Palma del Río,mayo_2006,10.1
616,Peligros,mayo_2006,4.29
617,Peñarroya-Pueblonuevo,mayo_2006,1.25
618,Pilas,mayo_2006,3.11
619,Pinos Puente,mayo_2006,4.22
620,Pozoblanco,mayo_2006,2.49
621,Priego de Córdoba,mayo_2006,3.82
622,Puente Genil,mayo_2006,3.99
623,Puerto Real,mayo_2006,3.29
624,Punta Umbría,mayo_2006,3.98
625,Rincón de la Victoria,mayo_2006,1.87
626,Ronda,mayo_2006,3.25
627,Roquetas de Mar,mayo_2006,3.92
628,Rota,mayo_2006,3.73
629,Rute,mayo_2006,4.29
630,Salobreña,mayo_2006,3.16
631,San Fernando,mayo_2006,1.84
632,San Juan de Aznalfarache,mayo_2006,2.41
633,San Roque,mayo_2006,5.2
634,Sanlúcar de Barrameda,mayo_2006,4.06
635,Sanlúcar la Mayor,mayo_2006,9.27
636,Santa Fe,mayo_2006,2.62
637,Tarifa,mayo_2006,2.93
638,Tomares,mayo_2006,2.33
639,Torre del Campo,mayo_2006,2.9
640,Torredonjimeno,mayo_2006,2.93
641,Torremolinos,mayo_2006,6.35
642,Torrox,mayo_2006,2.85
643,Ubrique,mayo_2006,1.92
644,Utrera,mayo_2006,4.25
645,Valverde del Camino,mayo_2006,1.74
646,Vejer de la Frontera,mayo_2006,5.05
647,Vera,mayo_2006,8.58
648,Villacarrillo,mayo_2006,6.5
649,Villamartín,mayo_2006,5.44
650,Vélez-Málaga,mayo_2006,3.13
651,Vícar,mayo_2006,3.78
652,Álora,mayo_2006,2.19
653,Écija,mayo_2006,6.86
654,Úbeda,mayo_2006,2.97
655,Adra,junio_2006,2.75
656,Aguilar de la Frontera,junio_2006,5.58
657,Albolote,junio_2006,5.12
658,Albox,junio_2006,2.94
659,Alcalá de Guadaíra,junio_2006,4.56
660,Alcalá la Real,junio_2006,3.23
661,Alcaudete,junio_2006,4.32
662,Alhaurín de la Torre,junio_2006,2.47
663,Alhaurín el Grande,junio_2006,1.86
664,Aljaraque,junio_2006,2.58
665,Almonte,junio_2006,19.46
666,Almuñécar,junio_2006,3.23
667,Andújar,junio_2006,3.12
668,Antequera,junio_2006,5.09
669,Arahal,junio_2006,3.25
670,Arcos de la Frontera,junio_2006,5.09
671,Armilla,junio_2006,3.08
672,Atarfe,junio_2006,3.74
673,Ayamonte,junio_2006,5.96
674,Baena,junio_2006,3.95
675,Baeza,junio_2006,3.44
676,Bailén,junio_2006,3.48
677,Barbate,junio_2006,2.08
678,Baza,junio_2006,1.45
679,Benalmádena,junio_2006,4.25
680,Berja,junio_2006,1.29
681,Bollullos Par del Condado,junio_2006,4.36
682,Bormujos,junio_2006,3.81
683,Brenes,junio_2006,15.12
684,Cabra,junio_2006,3.97
685,Camas,junio_2006,2.99
686,Carmona,junio_2006,5.97
687,Cartaya,junio_2006,8.08
688,Castilleja de la Cuesta,junio_2006,2.34
689,Chiclana de la Frontera,junio_2006,4.08
690,Chipiona,junio_2006,6.19
691,Conil de la Frontera,junio_2006,3.36
692,Coria del Río,junio_2006,2.42
693,Coín,junio_2006,1.78
694,Cuevas del Almanzora,junio_2006,23.8
695,Cártama,junio_2006,2.4
696,El Ejido,junio_2006,4.38
697,El Puerto de Santa María,junio_2006,3.85
698,El Viso del Alcor,junio_2006,2.62
699,Estepa,junio_2006,5.56
700,Estepona,junio_2006,4.23
701,Fuengirola,junio_2006,4.01
702,Fuente Palmera,junio_2006,7.03
703,Gibraleón,junio_2006,4.28
704,Gines,junio_2006,2.13
705,Guadix,junio_2006,1.96
706,Huércal de Almería,junio_2006,4.4
707,Huércal-Overa,junio_2006,3.2
708,Huétor Vega,junio_2006,1.01
709,Illora,junio_2006,3.72
