,Municipio,variable,value
207,Almegíjar,febrero_2006,1.9
208,Almócita,febrero_2006,2.56
209,Alpandeire,febrero_2006,8.07
210,Alquife,febrero_2006,0.13
211,Alsodux,febrero_2006,0.76
212,Alájar,febrero_2006,5.85
213,Armuña de Almanzora,febrero_2006,5.3
214,Atajate,febrero_2006,0.0
215,Bacares,febrero_2006,6.9
216,Bayarque,febrero_2006,4.64
217,Bayárcal,febrero_2006,1.08
218,Beas de Guadix,febrero_2006,0.53
219,Beires,febrero_2006,7.81
220,Benadalid,febrero_2006,1.94
221,Benalauría,febrero_2006,3.63
222,Benaocaz,febrero_2006,4.31
223,Benarrabá,febrero_2006,2.97
224,Benatae,febrero_2006,3.41
225,Benitagla,febrero_2006,0.0
226,Benizalón,febrero_2006,0.0
227,Bentarique,febrero_2006,3.17
228,Berrocal,febrero_2006,3.98
229,Bubión,febrero_2006,2.19
230,Busquístar,febrero_2006,0.57
231,Bédar,febrero_2006,0.61
232,Bérchules,febrero_2006,2.96
233,Cabezas Rubias,febrero_2006,4.78
234,Cacín,febrero_2006,11.82
235,Calicasas,febrero_2006,6.9
236,Campofrío,febrero_2006,5.57
237,Canillas de Albaida,febrero_2006,3.08
238,Capileira,febrero_2006,1.6
239,Carataunas,febrero_2006,3.0
240,Carboneros,febrero_2006,0.89
241,Carratraca,febrero_2006,0.68
242,Cartajima,febrero_2006,5.58
243,Castaño del Robledo,febrero_2006,4.21
244,Castilleja del Campo,febrero_2006,3.07
245,Castro de Filabres,febrero_2006,3.87
246,Cazalilla,febrero_2006,8.1
247,Cañaveral de León,febrero_2006,1.7
248,Chercos,febrero_2006,5.0
249,Cogollos de Guadix,febrero_2006,2.64
250,Conquista,febrero_2006,3.91
251,Corteconcepción,febrero_2006,4.07
252,Cortelazor,febrero_2006,2.22
253,Cumbres de Enmedio,febrero_2006,2.27
254,Cumbres de San Bartolomé,febrero_2006,2.04
255,Cástaras,febrero_2006,6.95
256,Cáñar,febrero_2006,5.21
257,Cóbdar,febrero_2006,2.6
258,Cútar,febrero_2006,2.65
259,Dehesas de Guadix,febrero_2006,9.16
260,Diezma,febrero_2006,3.11
261,Dólar,febrero_2006,5.21
262,Dúdar,febrero_2006,1.71
263,El Almendro,febrero_2006,2.24
264,El Borge,febrero_2006,3.38
265,El Garrobo,febrero_2006,0.99
266,El Granado,febrero_2006,2.1
267,El Guijo,febrero_2006,3.22
268,El Madroño,febrero_2006,5.26
269,Enix,febrero_2006,2.39
270,Escañuela,febrero_2006,4.11
271,Escúzar,febrero_2006,3.25
272,Espelúy,febrero_2006,4.4
273,Faraján,febrero_2006,4.84
274,Felix,febrero_2006,0.97
275,Ferreira,febrero_2006,2.78
276,Fondón,febrero_2006,1.58
277,Fuente la Lancha,febrero_2006,2.89
278,Fuente-Tójar,febrero_2006,6.54
279,Fuenteheridos,febrero_2006,10.4
280,Genalguacil,febrero_2006,5.98
281,Gobernador,febrero_2006,0.62
282,Gor,febrero_2006,1.54
283,Gorafe,febrero_2006,2.28
284,Génave,febrero_2006,4.78
285,Higuera de Calatrava,febrero_2006,8.19
286,Hinojales,febrero_2006,7.38
287,Hinojares,febrero_2006,1.12
288,Hornos,febrero_2006,5.28
289,Huécija,febrero_2006,2.25
290,Huélago,febrero_2006,3.42
291,Igualeja,febrero_2006,5.38
292,Illar,febrero_2006,0.24
293,Instinción,febrero_2006,0.39
294,Iznate,febrero_2006,3.38
295,Jete,febrero_2006,5.49
296,Jimera de Líbar,febrero_2006,4.75
297,Jubrique,febrero_2006,4.31
298,Juviles,febrero_2006,0.56
299,Júzcar,febrero_2006,6.22
300,La Calahorra,febrero_2006,1.7
301,La Granada de Río-Tinto,febrero_2006,7.66
302,La Granjuela,febrero_2006,1.8
303,La Nava,febrero_2006,7.01
304,La Taha,febrero_2006,1.75
305,Lanteira,febrero_2006,0.19
306,Laroya,febrero_2006,2.34
307,Larva,febrero_2006,1.05
308,Las Tres Villas,febrero_2006,4.13
309,Lentegí,febrero_2006,3.51
310,Linares de la Sierra,febrero_2006,6.17
311,Lobras,febrero_2006,4.13
312,Lora de Estepa,febrero_2006,3.97
313,Los Blázquez,febrero_2006,5.93
314,Los Marines,febrero_2006,9.69
315,Lucainena de las Torres,febrero_2006,2.96
316,Lugros,febrero_2006,1.91
317,Líjar,febrero_2006,0.6
318,Lúcar,febrero_2006,3.6
319,Lújar,febrero_2006,11.81
320,Macharaviaya,febrero_2006,12.99
321,Marchal,febrero_2006,1.49
322,Morelábor,febrero_2006,4.43
323,Murtas,febrero_2006,0.82
324,Nacimiento,febrero_2006,0.22
325,Nigüelas,febrero_2006,2.44
326,Nívar,febrero_2006,1.65
327,Ohanes,febrero_2006,1.44
328,Olula de Castro,febrero_2006,4.19
329,Padules,febrero_2006,4.4
330,Pampaneira,febrero_2006,0.87
331,Parauta,febrero_2006,8.41
332,Partaloa,febrero_2006,2.06
333,Paterna del Río,febrero_2006,0.49
334,Polícar,febrero_2006,0.0
335,Puerto Moral,febrero_2006,1.1
336,Pujerra,febrero_2006,4.75
337,Pórtugos,febrero_2006,2.15
338,Rubite,febrero_2006,4.91
339,Rágol,febrero_2006,1.64
340,Salares,febrero_2006,6.28
341,San Nicolás del Puerto,febrero_2006,5.13
342,San Sebastián de los Ballesteros,febrero_2006,2.87
343,San Silvestre de Guzmán,febrero_2006,3.47
344,Sanlúcar de Guadiana,febrero_2006,3.22
345,Santa Ana la Real,febrero_2006,2.27
346,Santa Cruz de Marchena,febrero_2006,0.82
347,Santa Cruz del Comercio,febrero_2006,2.01
348,Santa Fe de Mondújar,febrero_2006,2.35
349,Santiago de Calatrava,febrero_2006,14.61
350,Sedella,febrero_2006,3.25
351,Senés,febrero_2006,1.21
352,Sierro,febrero_2006,0.21
353,Somontín,febrero_2006,3.02
354,Soportújar,febrero_2006,1.51
355,Sorvilán,febrero_2006,1.92
356,Suflí,febrero_2006,2.77
357,Tahal,febrero_2006,1.68
358,Terque,febrero_2006,5.68
359,Torre Alháquime,febrero_2006,2.63
360,Torres de Albánchez,febrero_2006,6.44
361,Torvizcón,febrero_2006,6.72
362,Totalán,febrero_2006,0.71
363,Trevélez,febrero_2006,0.36
364,Turrillas,febrero_2006,0.8
365,Turón,febrero_2006,1.22
366,Uleila del Campo,febrero_2006,3.49
367,Urrácal,febrero_2006,4.61
368,Valdelarco,febrero_2006,8.86
369,Valsequillo,febrero_2006,3.86
370,Velefique,febrero_2006,0.8
371,Ventas de Huelma,febrero_2006,4.36
372,Villaharta,febrero_2006,0.58
373,Villaluenga del Rosario,febrero_2006,5.82
374,Villanueva de las Cruces,febrero_2006,2.2
375,Villanueva de las Torres,febrero_2006,5.53
376,Villarrodrigo,febrero_2006,3.14
377,Válor,febrero_2006,2.54
378,Víznar,febrero_2006,1.76
379,Zufre,febrero_2006,6.33
380,Zuheros,febrero_2006,8.53
381,Árchez,febrero_2006,9.6
382,Agrón,marzo_2006,9.19
383,Alamedilla,marzo_2006,7.39
384,Albanchez,marzo_2006,2.12
385,Alboloduy,marzo_2006,4.4
386,Albondón,marzo_2006,3.72
387,Albuñán,marzo_2006,4.46
388,Alcolea,marzo_2006,6.2
389,Alcudia de Monteagud,marzo_2006,8.45
390,Alcóntar,marzo_2006,2.59
391,Aldeaquemada,marzo_2006,2.21
392,Aldeire,marzo_2006,3.3
393,Alfarnatejo,marzo_2006,1.12
394,Algatocín,marzo_2006,13.69
395,Alhabia,marzo_2006,1.56
396,Alicún,marzo_2006,3.49
397,Alicún de Ortega,marzo_2006,6.77
398,Almegíjar,marzo_2006,2.14
399,Almócita,marzo_2006,7.05
400,Alpandeire,marzo_2006,2.81
401,Alquife,marzo_2006,1.4
402,Alsodux,marzo_2006,6.11
403,Alájar,marzo_2006,5.72
404,Armuña de Almanzora,marzo_2006,7.17
405,Atajate,marzo_2006,11.97
406,Bacares,marzo_2006,1.38
407,Bayarque,marzo_2006,1.69
408,Bayárcal,marzo_2006,3.25
409,Beas de Guadix,marzo_2006,1.07
410,Beires,marzo_2006,10.16
411,Benadalid,marzo_2006,3.88
412,Benalauría,marzo_2006,2.14
413,Benaocaz,marzo_2006,5.42
414,Benarrabá,marzo_2006,1.86
415,Benatae,marzo_2006,4.95
416,Benitagla,marzo_2006,4.55
417,Benizalón,marzo_2006,3.05
418,Bentarique,marzo_2006,3.87
419,Berrocal,marzo_2006,6.63
420,Bubión,marzo_2006,0.82
421,Busquístar,marzo_2006,4.31
422,Bédar,marzo_2006,1.7
423,Bérchules,marzo_2006,1.97
424,Cabezas Rubias,marzo_2006,3.38
425,Cacín,marzo_2006,5.69
426,Calicasas,marzo_2006,7.43
427,Campofrío,marzo_2006,1.17
428,Canillas de Albaida,marzo_2006,1.85
429,Capileira,marzo_2006,3.19
430,Carataunas,marzo_2006,6.5
431,Carboneros,marzo_2006,1.49
432,Carratraca,marzo_2006,1.69
433,Cartajima,marzo_2006,7.17
434,Castaño del Robledo,marzo_2006,3.27
435,Castilleja del Campo,marzo_2006,4.76
436,Castro de Filabres,marzo_2006,3.87
437,Cazalilla,marzo_2006,3.69
438,Cañaveral de León,marzo_2006,6.8
439,Chercos,marzo_2006,3.67
440,Cogollos de Guadix,marzo_2006,3.19
441,Conquista,marzo_2006,4.12
442,Corteconcepción,marzo_2006,3.41
443,Cortelazor,marzo_2006,6.3
444,Cumbres de Enmedio,marzo_2006,6.82
445,Cumbres de San Bartolomé,marzo_2006,3.27
446,Cástaras,marzo_2006,15.44
447,Cáñar,marzo_2006,1.92
448,Cóbdar,marzo_2006,1.56
449,Cútar,marzo_2006,2.65
450,Dehesas de Guadix,marzo_2006,4.85
451,Diezma,marzo_2006,4.18
452,Dólar,marzo_2006,10.24
453,Dúdar,marzo_2006,1.71
454,El Almendro,marzo_2006,7.2
455,El Borge,marzo_2006,3.77
456,El Garrobo,marzo_2006,2.34
457,El Granado,marzo_2006,1.29
458,El Guijo,marzo_2006,8.42
459,El Madroño,marzo_2006,2.77
460,Enix,marzo_2006,5.07
461,Escañuela,marzo_2006,5.58
462,Escúzar,marzo_2006,5.28
463,Espelúy,marzo_2006,3.07
464,Faraján,marzo_2006,5.19
465,Felix,marzo_2006,2.34
466,Ferreira,marzo_2006,2.16
467,Fondón,marzo_2006,2.63
468,Fuente la Lancha,marzo_2006,8.67
469,Fuente-Tójar,marzo_2006,5.53
470,Fuenteheridos,marzo_2006,6.44
471,Genalguacil,marzo_2006,3.98
472,Gobernador,marzo_2006,3.74
473,Gor,marzo_2006,2.25
474,Gorafe,marzo_2006,3.04
475,Génave,marzo_2006,4.07
476,Higuera de Calatrava,marzo_2006,4.31
477,Hinojales,marzo_2006,6.83
478,Hinojares,marzo_2006,3.14
479,Hornos,marzo_2006,4.07
480,Huécija,marzo_2006,0.94
481,Huélago,marzo_2006,1.82
482,Igualeja,marzo_2006,13.08
483,Illar,marzo_2006,1.71
484,Instinción,marzo_2006,1.57
485,Iznate,marzo_2006,3.14
486,Jete,marzo_2006,1.83
487,Jimera de Líbar,marzo_2006,3.33
488,Jubrique,marzo_2006,5.62
489,Juviles,marzo_2006,3.95
490,Júzcar,marzo_2006,9.33
491,La Calahorra,marzo_2006,0.13
492,La Granada de Río-Tinto,marzo_2006,3.6
493,La Granjuela,marzo_2006,4.39
494,La Nava,marzo_2006,7.01
495,La Taha,marzo_2006,1.75
496,Lanteira,marzo_2006,3.03
497,Laroya,marzo_2006,2.34
498,Larva,marzo_2006,2.32
499,Las Tres Villas,marzo_2006,6.71
500,Lentegí,marzo_2006,3.51
501,Linares de la Sierra,marzo_2006,10.71
502,Lobras,marzo_2006,2.48
503,Lora de Estepa,marzo_2006,11.07
504,Los Blázquez,marzo_2006,3.47
505,Los Marines,marzo_2006,4.69
506,Lucainena de las Torres,marzo_2006,2.96
507,Lugros,marzo_2006,1.36
508,Líjar,marzo_2006,2.81
509,Lúcar,marzo_2006,2.23
510,Lújar,marzo_2006,13.03
511,Macharaviaya,marzo_2006,8.57
512,Marchal,marzo_2006,1.24
513,Morelábor,marzo_2006,3.94
514,Murtas,marzo_2006,2.6
515,Nacimiento,marzo_2006,2.65
516,Nigüelas,marzo_2006,3.39
517,Nívar,marzo_2006,0.15
518,Ohanes,marzo_2006,2.22
519,Olula de Castro,marzo_2006,1.05
520,Padules,marzo_2006,0.19
521,Pampaneira,marzo_2006,4.36
522,Parauta,marzo_2006,1.77
523,Partaloa,marzo_2006,2.5
524,Paterna del Río,marzo_2006,2.22
525,Polícar,marzo_2006,0.44
526,Puerto Moral,marzo_2006,0.37
527,Pujerra,marzo_2006,7.28
528,Pórtugos,marzo_2006,3.1
529,Rubite,marzo_2006,6.84
530,Rágol,marzo_2006,2.47
531,Salares,marzo_2006,9.95
532,San Nicolás del Puerto,marzo_2006,4.25
533,San Sebastián de los Ballesteros,marzo_2006,4.67
534,San Silvestre de Guzmán,marzo_2006,3.63
535,Sanlúcar de Guadiana,marzo_2006,3.22
536,Santa Ana la Real,marzo_2006,4.34
537,Santa Cruz de Marchena,marzo_2006,2.04
538,Santa Cruz del Comercio,marzo_2006,4.4
539,Santa Fe de Mondújar,marzo_2006,2.35
540,Santiago de Calatrava,marzo_2006,7.7
541,Sedella,marzo_2006,3.41
542,Senés,marzo_2006,1.21
543,Sierro,marzo_2006,1.27
544,Somontín,marzo_2006,2.08
545,Soportújar,marzo_2006,3.4
546,Sorvilán,marzo_2006,2.66
547,Suflí,marzo_2006,0.79
548,Tahal,marzo_2006,9.86
549,Terque,marzo_2006,2.73
550,Torre Alháquime,marzo_2006,2.29
551,Torres de Albánchez,marzo_2006,5.86
552,Torvizcón,marzo_2006,9.71
553,Totalán,marzo_2006,1.56
554,Trevélez,marzo_2006,1.81
555,Turrillas,marzo_2006,0.0
556,Turón,marzo_2006,2.45
557,Uleila del Campo,marzo_2006,1.69
558,Urrácal,marzo_2006,3.17
559,Valdelarco,marzo_2006,8.02
560,Valsequillo,marzo_2006,3.37
561,Velefique,marzo_2006,2.0
562,Ventas de Huelma,marzo_2006,4.63
563,Villaharta,marzo_2006,2.04
564,Villaluenga del Rosario,marzo_2006,5.82
565,Villanueva de las Cruces,marzo_2006,2.44
566,Villanueva de las Torres,marzo_2006,3.47
567,Villarrodrigo,marzo_2006,6.5
568,Válor,marzo_2006,2.4
569,Víznar,marzo_2006,0.75
570,Zufre,marzo_2006,10.05
571,Zuheros,marzo_2006,4.87
572,Árchez,marzo_2006,6.32
573,Agrón,abril_2006,7.07
574,Alamedilla,abril_2006,4.97
575,Albanchez,abril_2006,1.21
576,Alboloduy,abril_2006,3.3
577,Albondón,abril_2006,1.64
578,Albuñán,abril_2006,2.23
579,Alcolea,abril_2006,4.65
580,Alcudia de Monteagud,abril_2006,0.7
581,Alcóntar,abril_2006,1.3
582,Aldeaquemada,abril_2006,1.48
583,Aldeire,abril_2006,2.48
584,Alfarnatejo,abril_2006,2.46
585,Algatocín,abril_2006,11.78
586,Alhabia,abril_2006,2.13
587,Alicún,abril_2006,1.94
588,Alicún de Ortega,abril_2006,4.99
589,Almegíjar,abril_2006,3.56
590,Almócita,abril_2006,3.85
591,Alpandeire,abril_2006,0.7
592,Alquife,abril_2006,0.25
593,Alsodux,abril_2006,3.05
594,Alájar,abril_2006,4.14
595,Armuña de Almanzora,abril_2006,6.54
596,Atajate,abril_2006,4.23
597,Bacares,abril_2006,6.55
598,Bayarque,abril_2006,2.11
599,Bayárcal,abril_2006,3.61
600,Beas de Guadix,abril_2006,1.07
601,Beires,abril_2006,6.25
602,Benadalid,abril_2006,3.49
603,Benalauría,abril_2006,2.14
604,Benaocaz,abril_2006,2.22
605,Benarrabá,abril_2006,9.85
606,Benatae,abril_2006,3.75
607,Benitagla,abril_2006,9.09
608,Benizalón,abril_2006,0.0
609,Bentarique,abril_2006,1.76
610,Berrocal,abril_2006,1.59
611,Bubión,abril_2006,4.1
612,Busquístar,abril_2006,2.87
613,Bédar,abril_2006,0.97
614,Bérchules,abril_2006,5.8
615,Cabezas Rubias,abril_2006,2.45
616,Cacín,abril_2006,4.09
617,Calicasas,abril_2006,3.36
618,Campofrío,abril_2006,1.68
619,Canillas de Albaida,abril_2006,2.58
620,Capileira,abril_2006,3.01
621,Carataunas,abril_2006,8.5
622,Carboneros,abril_2006,1.79
623,Carratraca,abril_2006,1.13
624,Cartajima,abril_2006,9.16
625,Castaño del Robledo,abril_2006,4.21
626,Castilleja del Campo,abril_2006,3.23
627,Castro de Filabres,abril_2006,4.52
628,Cazalilla,abril_2006,3.69
629,Cañaveral de León,abril_2006,1.21
630,Chercos,abril_2006,3.67
631,Cogollos de Guadix,abril_2006,1.11
632,Conquista,abril_2006,1.23
633,Corteconcepción,abril_2006,0.49
634,Cortelazor,abril_2006,3.7
635,Cumbres de Enmedio,abril_2006,11.36
636,Cumbres de San Bartolomé,abril_2006,1.84
637,Cástaras,abril_2006,26.64
638,Cáñar,abril_2006,3.01
639,Cóbdar,abril_2006,2.6
640,Cútar,abril_2006,0.93
641,Dehesas de Guadix,abril_2006,5.39
642,Diezma,abril_2006,3.11
643,Dólar,abril_2006,10.07
644,Dúdar,abril_2006,2.05
645,El Almendro,abril_2006,1.65
646,El Borge,abril_2006,2.42
647,El Garrobo,abril_2006,1.48
648,El Granado,abril_2006,1.13
649,El Guijo,abril_2006,3.71
650,El Madroño,abril_2006,1.66
651,Enix,abril_2006,1.49
652,Escañuela,abril_2006,5.16
653,Escúzar,abril_2006,5.69
654,Espelúy,abril_2006,2.67
655,Faraján,abril_2006,4.15
656,Felix,abril_2006,0.39
657,Ferreira,abril_2006,1.54
658,Fondón,abril_2006,1.47
659,Fuente la Lancha,abril_2006,4.1
660,Fuente-Tójar,abril_2006,7.17
661,Fuenteheridos,abril_2006,1.98
662,Genalguacil,abril_2006,5.38
663,Gobernador,abril_2006,2.49
664,Gor,abril_2006,1.94
665,Gorafe,abril_2006,1.71
666,Génave,abril_2006,3.01
667,Higuera de Calatrava,abril_2006,4.31
668,Hinojales,abril_2006,4.64
669,Hinojares,abril_2006,2.47
670,Hornos,abril_2006,3.02
671,Huécija,abril_2006,2.44
672,Huélago,abril_2006,2.51
673,Igualeja,abril_2006,5.17
674,Illar,abril_2006,4.63
675,Instinción,abril_2006,0.2
676,Iznate,abril_2006,1.4
677,Jete,abril_2006,4.39
678,Jimera de Líbar,abril_2006,4.51
679,Jubrique,abril_2006,5.1
680,Juviles,abril_2006,1.13
681,Júzcar,abril_2006,12.95
682,La Calahorra,abril_2006,1.44
683,La Granada de Río-Tinto,abril_2006,1.8
684,La Granjuela,abril_2006,3.99
685,La Nava,abril_2006,4.57
686,La Taha,abril_2006,2.15
687,Lanteira,abril_2006,3.22
688,Laroya,abril_2006,5.47
689,Larva,abril_2006,2.11
690,Las Tres Villas,abril_2006,8.61
691,Lentegí,abril_2006,4.68
692,Linares de la Sierra,abril_2006,3.9
693,Lobras,abril_2006,1.65
694,Lora de Estepa,abril_2006,11.67
695,Los Blázquez,abril_2006,3.33
696,Los Marines,abril_2006,4.38
697,Lucainena de las Torres,abril_2006,0.89
698,Lugros,abril_2006,0.54
699,Líjar,abril_2006,2.41
700,Lúcar,abril_2006,0.25
701,Lújar,abril_2006,18.53
702,Macharaviaya,abril_2006,8.57
703,Marchal,abril_2006,6.95
704,Morelábor,abril_2006,2.59
705,Murtas,abril_2006,2.05
706,Nacimiento,abril_2006,0.88
707,Nigüelas,abril_2006,2.79
708,Nívar,abril_2006,2.99
709,Ohanes,abril_2006,5.23
710,Olula de Castro,abril_2006,3.14
711,Padules,abril_2006,0.57
712,Pampaneira,abril_2006,2.62
713,Parauta,abril_2006,4.87
714,Partaloa,abril_2006,1.77
715,Paterna del Río,abril_2006,3.45
716,Polícar,abril_2006,3.08
717,Puerto Moral,abril_2006,1.47
718,Pujerra,abril_2006,4.43
719,Pórtugos,abril_2006,0.48
720,Rubite,abril_2006,4.06
721,Rágol,abril_2006,3.29
722,Salares,abril_2006,4.19
