Municipios,Año,Resultado Izquierda,Resultado Derecha,Diferencia
La Rambla,2008,72.81,27.2,45.61
Rute,2008,62.99,37.02,25.97
San Sebastián de los Ballesteros,2008,53.55,46.45,7.1
Santa Eufemia,2008,68.98,31.01,37.97
Santaella,2008,73.3,26.7,46.6
Torrecampo,2008,54.87,45.14,9.73
Valenzuela,2008,60.73,39.27,21.46
Valsequillo,2008,67.81,32.2,35.61
La Victoria,2008,67.05,32.94,34.11
Villa del Río,2008,71.02,28.99,42.03
Villafranca de Córdoba,2008,66.01,34.02,31.99
Villaharta,2008,70.17,29.83,40.34
Villanueva de Córdoba,2008,65.32,34.66,30.66
Villanueva del Duque,2008,50.7,49.31,1.39
Villanueva del Rey,2008,72.31,27.66,44.65
Villaralto,2008,76.6,23.4,53.2
Villaviciosa de Córdoba,2008,71.05,28.95,42.1
El Viso,2008,68.55,31.45,37.1
Zuheros,2008,76.78,23.22,53.56
Agrón,2008,58.09,41.91,16.18
Alamedilla,2008,71.92,28.07,43.85
Albolote,2008,56.73,43.26,13.47
Albondón,2008,46.95,53.03,-6.08
Albuñán,2008,74.15,25.85,48.3
Albuñol,2008,51.57,48.41,3.16
Albuñuelas,2008,75.6,24.4,51.2
Aldeire,2008,79.99,20.0,59.99
Alfacar,2008,56.26,43.73,12.53
Algarinejo,2008,68.34,31.66,36.68
Alhama de Granada,2008,61.21,38.8,22.41
Alhendín,2008,55.47,44.55,10.92
Alicún de Ortega,2008,66.31,33.68,32.63
Almegíjar,2008,53.82,46.18,7.64
Almuñécar,2008,49.12,50.89,-1.77
Alpujarra de la Sierra,2008,74.37,25.63,48.74
Alquife,2008,68.75,31.25,37.5
Arenas del Rey,2008,65.66,34.34,31.32
Armilla,2008,57.03,42.98,14.05
Atarfe,2008,69.07,30.93,38.14
Baza,2008,59.19,40.81,18.38
Beas de Granada,2008,59.52,40.49,19.03
Beas de Guadix,2008,65.82,34.19,31.63
Benalúa,2008,77.45,22.54,54.91
Benalúa de las Villas,2008,54.29,45.7,8.59
Benamaurel,2008,77.99,22.01,55.98
Bérchules,2008,61.89,38.11,23.78
Bubión,2008,50.81,49.21,1.6
Busquístar,2008,57.0,42.99,14.01
Cacín,2008,71.6,28.41,43.19
Cádiar,2008,55.66,44.34,11.32
Cájar,2008,46.09,53.92,-7.83
La Calahorra,2008,75.99,24.01,51.98
Calicasas,2008,48.39,51.62,-3.23
Campotéjar,2008,66.92,33.09,33.83
Caniles,2008,68.51,31.49,37.02
Cáñar,2008,65.32,34.68,30.64
Capileira,2008,59.38,40.62,18.76
Carataunas,2008,45.73,54.25,-8.52
Cástaras,2008,57.15,42.86,14.29
Castilléjar,2008,65.24,34.73,30.51
Castril,2008,65.48,34.51,30.97
Cenes de la Vega,2008,60.41,39.55,20.86
Chauchina,2008,71.28,28.73,42.55
Chimeneas,2008,57.59,42.42,15.17
Churriana de la Vega,2008,53.54,46.46,7.08
Cijuela,2008,67.18,32.82,34.36
Cogollos de Guadix,2008,57.33,42.67,14.66
Cogollos de la Vega,2008,59.12,40.89,18.23
Colomera,2008,68.95,31.03,37.92
Cortes de Baza,2008,74.01,25.99,48.02
Cortes y Graena,2008,46.6,53.4,-6.8
Cuevas del Campo,2008,75.6,24.41,51.19
Cúllar,2008,64.53,35.46,29.07
Cúllar Vega,2008,53.97,46.05,7.92
Darro,2008,63.36,36.64,26.72
Dehesas de Guadix,2008,57.8,42.2,15.6
Deifontes,2008,74.91,25.08,49.83
Diezma,2008,54.95,45.04,9.91
Dílar,2008,54.51,45.48,9.03
Dólar,2008,67.7,32.3,35.4
Dúdar,2008,49.81,50.2,-0.39
Dúrcal,2008,64.0,36.0,28.0
Escúzar,2008,61.98,38.01,23.97
Ferreira,2008,59.31,40.7,18.61
Fonelas,2008,75.78,24.21,51.57
Freila,2008,70.59,29.4,41.19
Fuente Vaqueros,2008,76.83,23.2,53.63
Las Gabias,2008,59.39,40.61,18.78
Galera,2008,62.07,37.93,24.14
Gobernador,2008,46.8,53.2,-6.4
Gójar,2008,50.72,49.28,1.44
Gor,2008,66.49,33.5,32.99
Gorafe,2008,78.73,21.26,57.47
Granada,2008,46.72,53.29,-6.57
Guadahortuna,2008,75.05,24.95,50.1
Guadix,2008,55.7,44.3,11.4
Los Guajares,2008,50.61,49.39,1.22
Gualchos,2008,56.34,43.68,12.66
Güejar Sierra,2008,50.97,49.03,1.94
Güevéjar,2008,63.97,36.04,27.93
Huélago,2008,67.2,32.81,34.39
Huéneja,2008,58.28,41.72,16.56
Huéscar,2008,62.33,37.67,24.66
Huétor de Santillán,2008,59.83,40.17,19.66
Huétor Tájar,2008,68.69,31.32,37.37
Huétor Vega,2008,53.52,46.49,7.03
Illora,2008,73.51,26.49,47.02
Itrabo,2008,54.44,45.57,8.87
Iznalloz,2008,75.59,24.41,51.18
Jayena,2008,62.5,37.5,25.0
Jerez del Marquesado,2008,63.11,36.89,26.22
Jete,2008,45.3,54.7,-9.4
Jun,2008,65.83,34.15,31.68
Juviles,2008,61.37,38.64,22.73
Láchar,2008,69.78,30.23,39.55
Lanjarón,2008,60.66,39.34,21.32
Lanteira,2008,63.68,36.32,27.36
Lecrín,2008,57.62,42.4,15.22
Lentegí,2008,79.75,20.25,59.5
Lobras,2008,60.75,39.25,21.5
Loja,2008,63.15,36.85,26.3
Lugros,2008,69.02,30.99,38.03
Lújar,2008,42.09,57.91,-15.82
La Malahá,2008,77.97,22.03,55.94
Maracena,2008,64.2,35.81,28.39
Marchal,2008,51.34,48.66,2.68
Moclín,2008,78.86,21.15,57.71
Molvízar,2008,43.98,56.01,-12.03
Monachil,2008,55.68,44.33,11.35
Montefrío,2008,72.1,27.91,44.19
Montejícar,2008,73.86,26.15,47.71
Montillana,2008,51.62,48.38,3.24
Moraleda de Zafayona,2008,76.86,23.15,53.71
Morelábor,2008,61.87,38.13,23.74
Motril,2008,54.27,45.73,8.54
Murtas,2008,34.42,65.58,-31.16
Nevada,2008,62.76,37.24,25.52
Nigüelas,2008,69.12,30.89,38.23
Nívar,2008,54.43,45.57,8.86
Ogíjares,2008,52.19,47.81,4.38
Orce,2008,63.59,36.4,27.19
Otívar,2008,53.3,46.69,6.61
Villa de Otura,2008,46.57,53.42,-6.85
Padul,2008,60.27,39.72,20.55
Pampaneira,2008,73.24,26.77,46.47
Pedro Martínez,2008,74.97,25.03,49.94
Peligros,2008,60.38,39.63,20.75
La Peza,2008,49.89,50.12,-0.23
El Pinar,2008,62.6,37.4,25.2
Pinos Genil,2008,51.96,48.03,3.93
Pinos Puente,2008,75.26,24.74,50.52
Píñar,2008,77.4,22.59,54.81
Polícar,2008,57.54,42.46,15.08
Polopos,2008,58.41,41.59,16.82
Pórtugos,2008,53.15,46.84,6.31
Puebla de Don Fadrique,2008,56.39,43.61,12.78
Pulianas,2008,65.89,34.12,31.77
Purullena,2008,67.59,32.42,35.17
Quéntar,2008,61.44,38.57,22.87
Rubite,2008,60.89,39.11,21.78
Salar,2008,75.68,24.33,51.35
Salobreña,2008,60.83,39.18,21.65
Santa Cruz del Comercio,2008,63.27,36.72,26.55
Santa Fe,2008,61.14,38.88,22.26
Soportújar,2008,89.82,10.16,79.66
Sorvilán,2008,56.66,43.34,13.32
La Taha,2008,58.84,41.16,17.68
Torre-Cardela,2008,55.7,44.29,11.41
Torvizcón,2008,58.82,41.18,17.64
Trevélez,2008,75.49,24.49,51.0
Turón,2008,25.91,74.09,-48.18
Ugíjar,2008,63.07,36.92,26.15
El Valle,2008,67.05,32.96,34.09
Valle del Zalabí,2008,55.87,44.13,11.74
Válor,2008,64.18,35.82,28.36
Vegas del Genil,2008,59.37,40.62,18.75
Vélez de Benaudalla,2008,61.22,38.78,22.44
Ventas de Huelma,2008,54.37,45.61,8.76
Villamena,2008,71.79,28.21,43.58
Villanueva de las Torres,2008,75.29,24.71,50.58
Villanueva Mesía,2008,66.97,33.01,33.96
Víznar,2008,59.46,40.54,18.92
Zafarraya,2008,68.72,31.28,37.44
Zagra,2008,46.08,53.91,-7.83
La Zubia,2008,57.21,42.78,14.43
Zújar,2008,79.44,20.58,58.86
Alájar,2008,80.14,19.87,60.27
Aljaraque,2008,56.9,43.08,13.82
El Almendro,2008,91.76,8.24,83.52
Almonaster la Real,2008,78.62,21.38,57.24
Almonte,2008,74.96,25.03,49.93
Alosno,2008,81.1,18.91,62.19
Aracena,2008,72.81,27.19,45.62
Aroche,2008,72.78,27.2,45.58
Arroyomolinos de León,2008,77.98,22.03,55.95
Ayamonte,2008,66.98,33.02,33.96
Beas,2008,70.56,29.44,41.12
Berrocal,2008,63.53,36.46,27.07
Bollullos Par del Condado,2008,75.34,24.66,50.68
Bonares,2008,72.9,27.09,45.81
Cabezas Rubias,2008,85.65,14.35,71.3
Cala,2008,83.64,16.36,67.28
Calañas,2008,79.29,20.71,58.58
El Campillo,2008,83.81,16.2,67.61
Campofrío,2008,81.27,18.74,62.53
Cañaveral de León,2008,74.99,25.0,49.99
Cartaya,2008,63.22,36.77,26.45
Castaño del Robledo,2008,79.17,20.83,58.34
El Cerro de Andévalo,2008,70.52,29.48,41.04
Chucena,2008,66.12,33.88,32.24
Corteconcepción,2008,76.0,24.0,52.0
Cortegana,2008,66.39,33.62,32.77
Cortelazor,2008,84.18,15.82,68.36
Cumbres de Enmedio,2008,87.5,12.5,75.0
Cumbres de San Bartolomé,2008,77.98,22.03,55.95
Cumbres Mayores,2008,68.72,31.26,37.46
Encinasola,2008,63.49,36.52,26.97
Escacena del Campo,2008,68.69,31.31,37.38
Fuenteheridos,2008,84.22,15.79,68.43
Galaroza,2008,77.73,22.28,55.45
Gibraleón,2008,61.75,38.24,23.51
La Granada de Río-Tinto,2008,65.1,34.9,30.2
El Granado,2008,85.07,14.93,70.14
Higuera de la Sierra,2008,65.41,34.59,30.82
Hinojales,2008,76.61,23.38,53.23
Hinojos,2008,72.48,27.52,44.96
Huelva,2008,56.53,43.47,13.06
Isla Cristina,2008,61.22,38.79,22.43
Jabugo,2008,74.77,25.21,49.56
Lepe,2008,46.02,53.98,-7.96
Linares de la Sierra,2008,76.78,23.22,53.56
Lucena del Puerto,2008,62.41,37.61,24.8
Manzanilla,2008,72.77,27.23,45.54
Los Marines,2008,75.42,24.58,50.84
Minas de Riotinto,2008,78.85,21.14,57.71
Moguer,2008,56.48,43.52,12.96
La Nava,2008,76.13,23.87,52.26
Nerva,2008,82.14,17.85,64.29
Niebla,2008,77.52,22.47,55.05
La Palma del Condado,2008,43.19,56.82,-13.63
Palos de la Frontera,2008,54.7,45.29,9.41
Paterna del Campo,2008,76.46,23.54,52.92
Paymogo,2008,78.47,21.54,56.93
Puebla de Guzmán,2008,81.32,18.68,62.64
Puerto Moral,2008,85.62,14.38,71.24
Punta Umbría,2008,60.28,39.73,20.55
Rociana del Condado,2008,71.24,28.76,42.48
Rosal de la Frontera,2008,64.66,35.32,29.34
San Bartolomé de la Torre,2008,79.5,20.49,59.01
San Juan del Puerto,2008,70.47,29.51,40.96
San Silvestre de Guzmán,2008,74.43,25.57,48.86
Sanlúcar de Guadiana,2008,51.69,48.31,3.38
Santa Ana la Real,2008,87.55,12.46,75.09
Santa Bárbara de Casa,2008,69.41,30.58,38.83
Santa Olalla del Cala,2008,70.67,29.32,41.35
Trigueros,2008,72.94,27.05,45.89
Valdelarco,2008,66.27,33.71,32.56
Valverde del Camino,2008,76.31,23.68,52.63
Villablanca,2008,64.37,35.63,28.74
Villalba del Alcor,2008,70.44,29.55,40.89
Villanueva de las Cruces,2008,72.5,27.5,45.0
Villanueva de los Castillejos,2008,76.1,23.91,52.19
Villarrasa,2008,71.24,28.76,42.48
Zalamea la Real,2008,82.39,17.62,64.77
Zufre,2008,81.26,18.74,62.52
Alcalá la Real,2008,65.73,34.27,31.46
Alcaudete,2008,61.92,38.08,23.84
Aldeaquemada,2008,45.27,54.73,-9.46
Andújar,2008,59.51,40.5,19.01
Arjona,2008,74.9,25.11,49.79
Arjonilla,2008,72.85,27.16,45.69
Arquillos,2008,80.22,19.79,60.43
Baeza,2008,56.62,43.38,13.24
Bailén,2008,60.32,39.69,20.63
Baños de la Encina,2008,77.21,22.79,54.42
Beas de Segura,2008,63.72,36.28,27.44
Bedmar y Garcíez,2008,72.0,28.01,43.99
Begíjar,2008,65.59,34.42,31.17
Bélmez de la Moraleda,2008,65.69,34.32,31.37
Benatae,2008,72.11,27.89,44.22
Cabra del Santo Cristo,2008,68.98,31.01,37.97
Cambil,2008,80.86,19.15,61.71
Campillo de Arenas,2008,70.89,29.1,41.79
Canena,2008,71.78,28.21,43.57
Carboneros,2008,71.59,28.41,43.18
Cárcheles,2008,59.88,40.11,19.77
La Carolina,2008,60.9,39.08,21.82
Castellar,2008,61.24,38.74,22.5
Castillo de Locubín,2008,54.16,45.83,8.33
Cazalilla,2008,66.06,33.93,32.13
Cazorla,2008,62.99,37.01,25.98
Chiclana de Segura,2008,54.39,45.63,8.76
Chilluévar,2008,69.29,30.69,38.6
Escañuela,2008,81.9,18.11,63.79
Espelúy,2008,81.45,18.56,62.89
Frailes,2008,63.13,36.88,26.25
Fuensanta de Martos,2008,67.4,32.62,34.78
Fuerte del Rey,2008,57.86,42.15,15.71
Génave,2008,73.82,26.19,47.63
La Guardia de Jaén,2008,51.82,48.16,3.66
Guarromán,2008,64.16,35.84,28.32
Higuera de Calatrava,2008,58.45,41.55,16.9
Hinojares,2008,54.81,45.2,9.61
Hornos,2008,62.53,37.47,25.06
Huelma,2008,63.41,36.6,26.81
Huesa,2008,74.04,25.96,48.08
Ibros,2008,71.7,28.3,43.4
La Iruela,2008,67.76,32.25,35.51
Iznatoraf,2008,47.54,52.46,-4.92
Jabalquinto,2008,81.38,18.6,62.78
Jaén,2008,52.7,47.3,5.4
Jamilena,2008,64.36,35.65,28.71
Jimena,2008,63.99,35.98,28.01
Jódar,2008,81.09,18.91,62.18
Lahiguera,2008,75.78,24.21,51.57
Larva,2008,68.69,31.31,37.38
Linares,2008,63.88,36.12,27.76
Lopera,2008,73.81,26.18,47.63
Lupión,2008,75.25,24.76,50.49
Mancha Real,2008,63.13,36.88,26.25
Marmolejo,2008,71.33,28.68,42.65
Martos,2008,67.27,32.73,34.54
Mengíbar,2008,62.71,37.31,25.4
Montizón,2008,64.83,35.17,29.66
Navas de San Juan,2008,70.61,29.38,41.23
Noalejo,2008,54.73,45.28,9.45
Orcera,2008,61.01,39.0,22.01
Peal de Becerro,2008,62.5,37.51,24.99
Pegalajar,2008,65.84,34.15,31.69
Porcuna,2008,59.42,40.57,18.85
Pozo Alcón,2008,60.43,39.58,20.85
Puente de Génave,2008,60.44,39.58,20.86
La Puerta de Segura,2008,66.08,33.93,32.15
Quesada,2008,66.16,33.85,32.31
Rus,2008,65.18,34.81,30.37
Sabiote,2008,64.01,35.98,28.03
Santa Elena,2008,66.06,33.94,32.12
Santiago de Calatrava,2008,61.03,38.98,22.05
Santiago-Pontones,2008,61.59,38.42,23.17
Santisteban del Puerto,2008,70.37,29.63,40.74
Santo Tomé,2008,71.08,28.92,42.16
Segura de la Sierra,2008,71.57,28.44,43.13
Siles,2008,59.69,40.32,19.37
Sorihuela del Guadalimar,2008,66.5,33.5,33.0
Torreblascopedro,2008,76.85,23.14,53.71
Torredonjimeno,2008,66.4,33.59,32.81
Torreperogil,2008,73.81,26.18,47.63
Torres,2008,54.15,45.84,8.31
Torres de Albánchez,2008,52.03,47.96,4.07
Valdepeñas de Jaén,2008,77.24,22.76,54.48
Vilches,2008,76.47,23.54,52.93
Villacarrillo,2008,62.59,37.41,25.18
Villanueva de la Reina,2008,80.69,19.31,61.38
Villanueva del Arzobispo,2008,63.89,36.1,27.79
Villardompardo,2008,59.6,40.41,19.19
Los Villares,2008,58.58,41.43,17.15
Villarrodrigo,2008,65.92,34.08,31.84
Villatorres,2008,64.28,35.7,28.58
Alameda,2008,79.48,20.52,58.96
Alcaucín,2008,64.83,35.17,29.66
Alfarnate,2008,72.24,27.76,44.48
Alfarnatejo,2008,58.55,41.44,17.11
Algarrobo,2008,58.04,41.95,16.09
Algatocín,2008,74.63,25.38,49.25
Alhaurín de la Torre,2008,49.73,50.27,-0.54
Alhaurín el Grande,2008,47.92,52.11,-4.19
Almáchar,2008,80.94,19.06,61.88
Almargen,2008,75.78,24.22,51.56
Almogía,2008,75.18,24.81,50.37
Alozaina,2008,76.23,23.76,52.47
Alpandeire,2008,73.91,26.08,47.83
Antequera,2008,60.72,39.31,21.41
Archidona,2008,72.16,27.84,44.32
Ardales,2008,69.54,30.47,39.07
Arenas,2008,59.13,40.86,18.27
Arriate,2008,77.17,22.83,54.34
Atajate,2008,50.94,49.06,1.88
Benadalid,2008,75.33,24.68,50.65
Benahavís,2008,37.84,62.16,-24.32
Benalauría,2008,69.61,30.4,39.21
Benalmádena,2008,53.11,46.9,6.21
Benamargosa,2008,68.7,31.32,37.38
Benamocarra,2008,78.96,21.03,57.93
Benaoján,2008,77.97,22.02,55.95
Benarrabá,2008,60.53,39.47,21.06
El Borge,2008,92.4,7.59,84.81
El Burgo,2008,82.11,17.89,64.22
Campillos,2008,72.77,27.24,45.53
Canillas de Aceituno,2008,70.18,29.82,40.36
Canillas de Albaida,2008,43.74,56.27,-12.53
Cañete la Real,2008,79.01,20.98,58.03
Carratraca,2008,74.62,25.36,49.26
Cartajima,2008,58.73,41.29,17.44
Cártama,2008,62.43,37.56,24.87
Casabermeja,2008,72.18,27.83,44.35
Casarabonela,2008,61.07,38.93,22.14
Casares,2008,72.33,27.68,44.65
Coín,2008,55.0,45.01,9.99
Colmenar,2008,68.15,31.86,36.29
Comares,2008,54.29,45.71,8.58
Cómpeta,2008,51.49,48.51,2.98
Cortes de la Frontera,2008,69.63,30.37,39.26
Cuevas Bajas,2008,84.67,15.34,69.33
Cuevas de San Marcos,2008,78.3,21.69,56.61
Cuevas del Becerro,2008,87.94,12.06,75.88
Cútar,2008,60.9,39.09,21.81
Estepona,2008,50.55,49.44,1.11
Faraján,2008,63.15,36.84,26.31
Frigiliana,2008,60.69,39.32,21.37
Fuengirola,2008,44.88,55.13,-10.25
Fuente de Piedra,2008,67.53,32.46,35.07
Gaucín,2008,60.96,39.05,21.91
Genalguacil,2008,73.79,26.2,47.59
Guaro,2008,71.74,28.27,43.47
Humilladero,2008,81.35,18.64,62.71
Igualeja,2008,42.01,58.0,-15.99
Istán,2008,62.08,37.92,24.16
Iznate,2008,59.48,40.52,18.96
Jimera de Líbar,2008,48.09,51.92,-3.83
Jubrique,2008,54.53,45.47,9.06
Júzcar,2008,53.96,46.04,7.92
Macharaviaya,2008,58.03,41.97,16.06
Málaga,2008,53.04,46.96,6.08
Manilva,2008,55.39,44.61,10.78
Marbella,2008,49.68,50.32,-0.64
Mijas,2008,53.05,46.96,6.09
Moclinejo,2008,66.06,33.93,32.13
Mollina,2008,68.28,31.71,36.57
Monda,2008,72.04,27.97,44.07
Montejaque,2008,76.21,23.78,52.43
Nerja,2008,53.87,46.15,7.72
Ojén,2008,68.51,31.49,37.02
Parauta,2008,60.7,39.31,21.39
Periana,2008,75.58,24.43,51.15
Pizarra,2008,65.8,34.19,31.61
Pujerra,2008,56.88,43.13,13.75
Rincón de la Victoria,2008,50.63,49.37,1.26
Riogordo,2008,65.66,34.34,31.32
Ronda,2008,64.51,35.52,28.99
Salares,2008,76.04,23.97,52.07
Sayalonga,2008,64.18,35.82,28.36
Sedella,2008,75.32,24.68,50.64
Sierra de Yeguas,2008,66.46,33.54,32.92
Teba,2008,81.66,18.34,63.32
Tolox,2008,59.69,40.31,19.38
Torremolinos,2008,46.48,53.52,-7.04
Torrox,2008,58.73,41.26,17.47
Totalán,2008,73.84,26.16,47.68
Valle de Abdalajís,2008,66.97,33.03,33.94
Vélez-Málaga,2008,53.07,46.93,6.14
Villanueva de Algaidas,2008,76.62,23.39,53.23
Villanueva del Rosario,2008,75.98,24.01,51.97
Villanueva del Trabuco,2008,72.52,27.48,45.04
Villanueva de Tapia,2008,74.84,25.16,49.68
Viñuela,2008,71.49,28.52,42.97
Yunquera,2008,72.87,27.13,45.74
Aguadulce,2008,74.58,25.41,49.17
Alanís,2008,71.46,28.54,42.92
Albaida del Aljarafe,2008,64.8,35.2,29.6
Alcalá de Guadaíra,2008,70.49,29.52,40.97
Alcalá del Río,2008,76.77,23.25,53.52
Alcolea del Río,2008,77.05,22.96,54.09
La Algaba,2008,77.19,22.81,54.38
Algámitas,2008,89.3,10.71,78.59
Almadén de la Plata,2008,66.05,33.97,32.08
Almensilla,2008,70.78,29.23,41.55
Arahal,2008,80.05,19.94,60.11
Aznalcázar,2008,69.24,30.76,38.48
Aznalcóllar,2008,84.36,15.63,68.73
Badolatosa,2008,88.93,11.06,77.87
Benacazón,2008,77.78,22.22,55.56
Bollullos de la Mitación,2008,60.34,39.67,20.67
Bormujos,2008,59.12,40.88,18.24
Brenes,2008,83.59,16.4,67.19
Burguillos,2008,72.84,27.15,45.69
Las Cabezas de San Juan,2008,77.77,22.22,55.55
Camas,2008,75.52,24.49,51.03
La Campana,2008,86.75,13.24,73.51
Cantillana,2008,71.43,28.57,42.86
Cañada Rosal,2008,92.15,7.85,84.3
Carmona,2008,72.39,27.6,44.79
Carrión de los Céspedes,2008,64.09,35.91,28.18
Casariche,2008,89.1,10.9,78.2
Castilblanco de los Arroyos,2008,73.04,26.96,46.08
Castilleja de Guzmán,2008,64.66,35.36,29.3
Castilleja de la Cuesta,2008,67.58,32.41,35.17
Castilleja del Campo,2008,68.89,31.11,37.78
El Castillo de las Guardas,2008,79.96,20.04,59.92
Cazalla de la Sierra,2008,77.18,22.81,54.37
Constantina,2008,74.26,25.75,48.51
Coria del Río,2008,76.56,23.43,53.13
Coripe,2008,66.96,33.03,33.93
El Coronil,2008,83.28,16.7,66.58
Los Corrales,2008,87.78,12.21,75.57
El Cuervo de Sevilla,2008,74.09,25.9,48.19
Dos Hermanas,2008,70.75,29.24,41.51
Écija,2008,66.17,33.83,32.34
Espartinas,2008,49.87,50.13,-0.26
Estepa,2008,69.66,30.34,39.32
Fuentes de Andalucía,2008,80.19,19.79,60.4
El Garrobo,2008,82.5,17.51,64.99
Gelves,2008,59.8,40.19,19.61
Gerena,2008,79.71,20.3,59.41
Gilena,2008,84.27,15.73,68.54
Gines,2008,56.79,43.21,13.58
Guadalcanal,2008,67.01,33.0,34.01
Guillena,2008,78.59,21.41,57.18
Herrera,2008,67.09,32.9,34.19
Lebrija,2008,76.09,23.91,52.18
Lora de Estepa,2008,78.03,21.98,56.05
Lora del Río,2008,71.08,28.91,42.17
La Luisiana,2008,85.56,14.42,71.14
El Madroño,2008,69.33,30.66,38.67
Mairena del Alcor,2008,68.68,31.32,37.36
Mairena del Aljarafe,2008,64.18,35.83,28.35
Marchena,2008,71.95,28.07,43.88
Marinaleda,2008,87.62,12.38,75.24
Martín de la Jara,2008,91.99,8.02,83.97
Los Molares,2008,82.09,17.9,64.19
Montellano,2008,81.28,18.7,62.58
Morón de la Frontera,2008,70.18,29.83,40.35
Las Navas de la Concepción,2008,83.85,16.14,67.71
Olivares,2008,68.06,31.95,36.11
Osuna,2008,73.41,26.59,46.82
Los Palacios y Villafranca,2008,71.89,28.11,43.78
Palomares del Río,2008,64.98,35.03,29.95
Paradas,2008,79.17,20.82,58.35
Pedrera,2008,87.41,12.57,74.84
El Pedroso,2008,74.44,25.6,48.84
Peñaflor,2008,77.18,22.82,54.36
Pilas,2008,69.6,30.39,39.21
Pruna,2008,70.85,29.14,41.71
La Puebla de Cazalla,2008,77.57,22.44,55.13
La Puebla de los Infantes,2008,76.95,23.06,53.89
La Puebla del Río,2008,79.81,20.17,59.64
El Real de la Jara,2008,69.48,30.54,38.94
La Rinconada,2008,77.99,22.01,55.98
La Roda de Andalucía,2008,77.8,22.2,55.6
El Ronquillo,2008,76.52,23.47,53.05
El Rubio,2008,74.8,25.19,49.61
Salteras,2008,62.53,37.48,25.05
San Juan de Aznalfarache,2008,71.9,28.11,43.79
Sanlúcar la Mayor,2008,64.75,35.25,29.5
San Nicolás del Puerto,2008,74.12,25.87,48.25
Santiponce,2008,79.97,20.03,59.94
El Saucejo,2008,68.62,31.39,37.23
Sevilla,2008,60.11,39.89,20.22
Tocina,2008,81.48,18.54,62.94
Tomares,2008,49.78,50.22,-0.44
Umbrete,2008,67.54,32.47,35.07
Utrera,2008,73.53,26.47,47.06
Valencina de la Concepción,2008,59.44,40.56,18.88
Villamanrique de la Condesa,2008,76.14,23.85,52.29
Villanueva del Ariscal,2008,59.77,40.22,19.55
Villanueva del Río y Minas,2008,77.19,22.8,54.39
Villanueva de San Juan,2008,71.7,28.3,43.4
Villaverde del Río,2008,69.97,30.02,39.95
El Viso del Alcor,2008,78.1,21.91,56.19
Abla,2012,59.11,40.78,18.33
Abrucena,2012,62.21,37.53,24.68
Adra,2012,43.1,56.83,-13.73
Albánchez,2012,75.77,24.23,51.54
Alboloduy,2012,50.22,49.79,0.43
Albox,2012,52.64,47.32,5.32
Alcolea,2012,64.31,34.78,29.53
Alcóntar,2012,37.01,62.98,-25.97
Alcudia de Monteagud,2012,49.16,50.83,-1.67
Alhabia,2012,64.54,35.48,29.06
Alhama de Almería,2012,62.06,37.92,24.14
Alicún,2012,48.07,51.93,-3.86
Almería,2012,46.77,53.13,-6.36
Almócita,2012,78.91,21.09,57.82
Alsodux,2012,58.82,41.18,17.64
Antas,2012,44.22,55.66,-11.44
Arboleas,2012,59.76,40.23,19.53
Armuña de Almanzora,2012,67.36,32.64,34.72
Bacares,2012,69.57,30.43,39.14
Bayárcal,2012,74.57,25.41,49.16
Bayarque,2012,58.82,41.18,17.64
Bédar,2012,64.56,35.44,29.12
Beires,2012,35.58,64.42,-28.84
Benahadux,2012,56.11,43.81,12.3
Benitagla,2012,24.99,75.0,-50.01
Benizalón,2012,43.14,56.85,-13.71
Bentarique,2012,69.54,30.46,39.08
Berja,2012,52.74,47.12,5.62
Canjáyar,2012,57.21,42.79,14.42
Cantoria,2012,57.86,42.15,15.71
Carboneras,2012,51.29,48.63,2.66
Castro de Filabres,2012,66.67,33.33,33.34
Chercos,2012,50.53,49.47,1.06
Chirivel,2012,69.08,30.92,38.16
Cóbdar,2012,55.44,44.57,10.87
Cuevas del Almanzora,2012,50.0,49.96,0.04
Dalías,2012,58.29,41.66,16.63
El Ejido,2012,39.85,60.05,-20.2
Enix,2012,53.05,46.95,6.1
Felix,2012,46.72,53.28,-6.56
Fines,2012,49.12,50.88,-1.76
Fiñana,2012,74.9,24.95,49.95
Fondón,2012,56.29,43.71,12.58
Gádor,2012,54.81,45.08,9.73
Los Gallardos,2012,61.22,38.77,22.45
Garrucha,2012,47.39,52.52,-5.13
Gérgal,2012,57.44,42.56,14.88
Huécija,2012,52.43,47.57,4.86
Huércal de Almería,2012,53.49,46.43,7.06
Huércal-Overa,2012,44.04,55.84,-11.8
Illar,2012,42.35,57.65,-15.3
Instinción,2012,58.4,41.59,16.81
Laroya,2012,45.69,54.31,-8.62
Láujar de Andarax,2012,67.11,32.79,34.32
Líjar,2012,59.54,40.45,19.09
Lubrín,2012,66.42,33.58,32.84
Lucainena de las Torres,2012,41.8,58.19,-16.39
Lúcar,2012,66.92,33.08,33.84
Macael,2012,56.4,43.61,12.79
María,2012,52.41,47.57,4.84
Mojácar,2012,39.85,60.14,-20.29
La Mojonera,2012,34.27,65.68,-31.41
Nacimiento,2012,59.94,40.07,19.87
Níjar,2012,41.8,58.09,-16.29
Ohanes,2012,73.28,26.72,46.56
Olula de Castro,2012,46.21,53.79,-7.58
Olula del Río,2012,52.93,46.97,5.96
Oria,2012,53.2,46.79,6.41
Padules,2012,70.91,29.09,41.82
Partaloa,2012,50.98,49.02,1.96
Paterna del Río,2012,50.18,49.81,0.37
