Municipios;Sexo;Periodo;Total
23030 Chilluévar;Total;2006;1629
23030 Chilluévar;Total;2005;1676
23030 Chilluévar;Total;2004;1707
23030 Chilluévar;Total;2003;1719
23030 Chilluévar;Total;2002;1762
23030 Chilluévar;Total;2001;1818
23030 Chilluévar;Total;2000;1721
23030 Chilluévar;Total;1999;1781
23030 Chilluévar;Total;1998;1781
23031 Escañuela;Total;2019;950
23031 Escañuela;Total;2018;949
23031 Escañuela;Total;2017;952
23031 Escañuela;Total;2016;947
23031 Escañuela;Total;2015;953
23031 Escañuela;Total;2014;950
23031 Escañuela;Total;2013;960
23031 Escañuela;Total;2012;975
23031 Escañuela;Total;2011;995
23031 Escañuela;Total;2010;988
23031 Escañuela;Total;2009;970
23031 Escañuela;Total;2008;958
23031 Escañuela;Total;2007;949
23031 Escañuela;Total;2006;950
23031 Escañuela;Total;2005;956
23031 Escañuela;Total;2004;942
23031 Escañuela;Total;2003;956
23031 Escañuela;Total;2002;949
23031 Escañuela;Total;2001;948
23031 Escañuela;Total;2000;935
23031 Escañuela;Total;1999;951
23031 Escañuela;Total;1998;976
23032 Espelúy;Total;2019;619
23032 Espelúy;Total;2018;643
23032 Espelúy;Total;2017;666
23032 Espelúy;Total;2016;687
23032 Espelúy;Total;2015;699
23032 Espelúy;Total;2014;707
23032 Espelúy;Total;2013;715
23032 Espelúy;Total;2012;735
23032 Espelúy;Total;2011;746
23032 Espelúy;Total;2010;753
23032 Espelúy;Total;2009;758
23032 Espelúy;Total;2008;759
23032 Espelúy;Total;2007;762
23032 Espelúy;Total;2006;750
23032 Espelúy;Total;2005;769
23032 Espelúy;Total;2004;779
23032 Espelúy;Total;2003;792
23032 Espelúy;Total;2002;791
23032 Espelúy;Total;2001;770
23032 Espelúy;Total;2000;788
23032 Espelúy;Total;1999;791
23032 Espelúy;Total;1998;805
23033 Frailes;Total;2019;1575
23033 Frailes;Total;2018;1592
23033 Frailes;Total;2017;1610
23033 Frailes;Total;2016;1637
23033 Frailes;Total;2015;1651
23033 Frailes;Total;2014;1648
23033 Frailes;Total;2013;1681
23033 Frailes;Total;2012;1723
23033 Frailes;Total;2011;1734
23033 Frailes;Total;2010;1768
23033 Frailes;Total;2009;1788
23033 Frailes;Total;2008;1817
23033 Frailes;Total;2007;1775
23033 Frailes;Total;2006;1796
23033 Frailes;Total;2005;1801
23033 Frailes;Total;2004;1804
