Municipios;Sexo;Periodo;Total
04904 Balanegra;Total;2014;""
04904 Balanegra;Total;2013;""
04904 Balanegra;Total;2012;""
04904 Balanegra;Total;2011;""
04904 Balanegra;Total;2010;""
04904 Balanegra;Total;2009;""
04904 Balanegra;Total;2008;""
04904 Balanegra;Total;2007;""
04904 Balanegra;Total;2006;""
04904 Balanegra;Total;2005;""
04904 Balanegra;Total;2004;""
04904 Balanegra;Total;2003;""
04904 Balanegra;Total;2002;""
04904 Balanegra;Total;2001;""
04904 Balanegra;Total;2000;""
04904 Balanegra;Total;1999;""
04904 Balanegra;Total;1998;""
04020 Bayárcal;Total;2019;317
04020 Bayárcal;Total;2018;284
04020 Bayárcal;Total;2017;303
04020 Bayárcal;Total;2016;323
04020 Bayárcal;Total;2015;336
04020 Bayárcal;Total;2014;340
04020 Bayárcal;Total;2013;347
04020 Bayárcal;Total;2012;376
04020 Bayárcal;Total;2011;403
04020 Bayárcal;Total;2010;358
04020 Bayárcal;Total;2009;306
04020 Bayárcal;Total;2008;317
04020 Bayárcal;Total;2007;273
04020 Bayárcal;Total;2006;277
04020 Bayárcal;Total;2005;303
04020 Bayárcal;Total;2004;305
04020 Bayárcal;Total;2003;315
04020 Bayárcal;Total;2002;335
04020 Bayárcal;Total;2001;329
04020 Bayárcal;Total;2000;320
04020 Bayárcal;Total;1999;334
04020 Bayárcal;Total;1998;334
04021 Bayarque;Total;2019;215
04021 Bayarque;Total;2018;206
04021 Bayarque;Total;2017;215
04021 Bayarque;Total;2016;220
04021 Bayarque;Total;2015;216
04021 Bayarque;Total;2014;216
04021 Bayarque;Total;2013;216
04021 Bayarque;Total;2012;224
04021 Bayarque;Total;2011;229
04021 Bayarque;Total;2010;233
04021 Bayarque;Total;2009;230
04021 Bayarque;Total;2008;244
04021 Bayarque;Total;2007;244
04021 Bayarque;Total;2006;237
04021 Bayarque;Total;2005;250
04021 Bayarque;Total;2004;246
04021 Bayarque;Total;2003;233
04021 Bayarque;Total;2002;235
04021 Bayarque;Total;2001;241
04021 Bayarque;Total;2000;238
04021 Bayarque;Total;1999;234
04021 Bayarque;Total;1998;237
04022 Bédar;Total;2019;971
04022 Bédar;Total;2018;927
04022 Bédar;Total;2017;892
04022 Bédar;Total;2016;885
04022 Bédar;Total;2015;990
04022 Bédar;Total;2014;986
04022 Bédar;Total;2013;1113
04022 Bédar;Total;2012;1083
04022 Bédar;Total;2011;1061
04022 Bédar;Total;2010;1039
04022 Bédar;Total;2009;1014
04022 Bédar;Total;2008;976
04022 Bédar;Total;2007;910
04022 Bédar;Total;2006;824
04022 Bédar;Total;2005;777
04022 Bédar;Total;2004;732
04022 Bédar;Total;2003;668
04022 Bédar;Total;2002;632
04022 Bédar;Total;2001;597
04022 Bédar;Total;2000;572
04022 Bédar;Total;1999;566
04022 Bédar;Total;1998;550
04023 Beires;Total;2019;110
04023 Beires;Total;2018;117
04023 Beires;Total;2017;110
04023 Beires;Total;2016;114
04023 Beires;Total;2015;119
04023 Beires;Total;2014;112
04023 Beires;Total;2013;114
04023 Beires;Total;2012;111
04023 Beires;Total;2011;118
04023 Beires;Total;2010;121
04023 Beires;Total;2009;126
04023 Beires;Total;2008;132
04023 Beires;Total;2007;128
04023 Beires;Total;2006;128
04023 Beires;Total;2005;126
04023 Beires;Total;2004;121
04023 Beires;Total;2003;121
04023 Beires;Total;2002;135
04023 Beires;Total;2001;138
04023 Beires;Total;2000;142
04023 Beires;Total;1999;144
04023 Beires;Total;1998;141
04024 Benahadux;Total;2019;4382
04024 Benahadux;Total;2018;4357
04024 Benahadux;Total;2017;4212
04024 Benahadux;Total;2016;4185
04024 Benahadux;Total;2015;4183
04024 Benahadux;Total;2014;4220
04024 Benahadux;Total;2013;4222
04024 Benahadux;Total;2012;4201
04024 Benahadux;Total;2011;4166
04024 Benahadux;Total;2010;4059
04024 Benahadux;Total;2009;3940
04024 Benahadux;Total;2008;3814
04024 Benahadux;Total;2007;3570
04024 Benahadux;Total;2006;3396
04024 Benahadux;Total;2005;3205
04024 Benahadux;Total;2004;3058
04024 Benahadux;Total;2003;2983
04024 Benahadux;Total;2002;2924
04024 Benahadux;Total;2001;2888
04024 Benahadux;Total;2000;2814
04024 Benahadux;Total;1999;2775
04024 Benahadux;Total;1998;2740
04026 Benitagla;Total;2019;58
04026 Benitagla;Total;2018;68
04026 Benitagla;Total;2017;66
04026 Benitagla;Total;2016;69
04026 Benitagla;Total;2015;78
04026 Benitagla;Total;2014;71
04026 Benitagla;Total;2013;73
04026 Benitagla;Total;2012;78
04026 Benitagla;Total;2011;84
04026 Benitagla;Total;2010;84
04026 Benitagla;Total;2009;88
04026 Benitagla;Total;2008;94
04026 Benitagla;Total;2007;98
04026 Benitagla;Total;2006;66
04026 Benitagla;Total;2005;65
04026 Benitagla;Total;2004;66
04026 Benitagla;Total;2003;68
04026 Benitagla;Total;2002;80
04026 Benitagla;Total;2001;89
04026 Benitagla;Total;2000;92
