Municipios;Sexo;Periodo;Total
21017 Calañas;Total;2002;4619
21017 Calañas;Total;2001;4646
21017 Calañas;Total;2000;4725
21017 Calañas;Total;1999;4873
21017 Calañas;Total;1998;4928
21018 El Campillo;Total;2019;2023
21018 El Campillo;Total;2018;2036
21018 El Campillo;Total;2017;2043
21018 El Campillo;Total;2016;2072
21018 El Campillo;Total;2015;2122
21018 El Campillo;Total;2014;2144
21018 El Campillo;Total;2013;2169
21018 El Campillo;Total;2012;2202
21018 El Campillo;Total;2011;2208
21018 El Campillo;Total;2010;2194
21018 El Campillo;Total;2009;2220
21018 El Campillo;Total;2008;2258
21018 El Campillo;Total;2007;2237
21018 El Campillo;Total;2006;2276
21018 El Campillo;Total;2005;2318
21018 El Campillo;Total;2004;2293
21018 El Campillo;Total;2003;2335
21018 El Campillo;Total;2002;2398
21018 El Campillo;Total;2001;2402
21018 El Campillo;Total;2000;2430
21018 El Campillo;Total;1999;2424
21018 El Campillo;Total;1998;2446
21019 Campofrío;Total;2019;675
21019 Campofrío;Total;2018;702
21019 Campofrío;Total;2017;683
21019 Campofrío;Total;2016;708
21019 Campofrío;Total;2015;643
21019 Campofrío;Total;2014;673
21019 Campofrío;Total;2013;708
21019 Campofrío;Total;2012;785
21019 Campofrío;Total;2011;811
21019 Campofrío;Total;2010;773
21019 Campofrío;Total;2009;808
21019 Campofrío;Total;2008;818
21019 Campofrío;Total;2007;799
21019 Campofrío;Total;2006;772
21019 Campofrío;Total;2005;810
21019 Campofrío;Total;2004;832
21019 Campofrío;Total;2003;845
21019 Campofrío;Total;2002;834
21019 Campofrío;Total;2001;832
21019 Campofrío;Total;2000;844
21019 Campofrío;Total;1999;861
21019 Campofrío;Total;1998;866
21020 Cañaveral de León;Total;2019;403
21020 Cañaveral de León;Total;2018;411
21020 Cañaveral de León;Total;2017;420
21020 Cañaveral de León;Total;2016;410
21020 Cañaveral de León;Total;2015;409
21020 Cañaveral de León;Total;2014;416
21020 Cañaveral de León;Total;2013;426
21020 Cañaveral de León;Total;2012;459
21020 Cañaveral de León;Total;2011;441
21020 Cañaveral de León;Total;2010;412
21020 Cañaveral de León;Total;2009;428
21020 Cañaveral de León;Total;2008;439
21020 Cañaveral de León;Total;2007;409
21020 Cañaveral de León;Total;2006;412
21020 Cañaveral de León;Total;2005;419
21020 Cañaveral de León;Total;2004;434
21020 Cañaveral de León;Total;2003;464
21020 Cañaveral de León;Total;2002;474
21020 Cañaveral de León;Total;2001;489
21020 Cañaveral de León;Total;2000;501
21020 Cañaveral de León;Total;1999;515
21020 Cañaveral de León;Total;1998;514
21021 Cartaya;Total;2019;19974
21021 Cartaya;Total;2018;19433
21021 Cartaya;Total;2017;19193
21021 Cartaya;Total;2016;19094
21021 Cartaya;Total;2015;19164
21021 Cartaya;Total;2014;19168
