Lugar de condena;Nacionalidad;Periodo;Total
21 Huelva;De Oceanía;2013;1
22 Huesca;Total;2019;1.412
22 Huesca;Total;2018;1.406
22 Huesca;Total;2017;1.453
22 Huesca;Total;2016;1.373
22 Huesca;Total;2015;1.084
22 Huesca;Total;2014;1.040
22 Huesca;Total;2013;928
22 Huesca;Española;2019;996
22 Huesca;Española;2018;1.068
22 Huesca;Española;2017;1.117
22 Huesca;Española;2016;1.046
22 Huesca;Española;2015;816
22 Huesca;Española;2014;793
22 Huesca;Española;2013;685
22 Huesca;País de la UE28 sin España;2019;182
22 Huesca;País de la UE28 sin España;2018;159
22 Huesca;País de la UE28 sin España;2017;150
22 Huesca;País de la UE28 sin España;2016;155
22 Huesca;País de la UE28 sin España;2015;116
22 Huesca;País de la UE28 sin España;2014;117
22 Huesca;País de la UE28 sin España;2013;108
22 Huesca;País de Europa menos UE;2019;15
22 Huesca;País de Europa menos UE;2018;8
22 Huesca;País de Europa menos UE;2017;14
22 Huesca;País de Europa menos UE;2016;18
22 Huesca;País de Europa menos UE;2015;5
22 Huesca;País de Europa menos UE;2014;3
22 Huesca;País de Europa menos UE;2013;7
22 Huesca;De Africa;2019;127
22 Huesca;De Africa;2018;108
22 Huesca;De Africa;2017;90
22 Huesca;De Africa;2016;85
22 Huesca;De Africa;2015;82
22 Huesca;De Africa;2014;72
22 Huesca;De Africa;2013;60
22 Huesca;De América;2019;86
22 Huesca;De América;2018;51
22 Huesca;De América;2017;78
22 Huesca;De América;2016;55
22 Huesca;De América;2015;61
22 Huesca;De América;2014;50
22 Huesca;De América;2013;63
22 Huesca;De Asia;2019;6
22 Huesca;De Asia;2018;12
22 Huesca;De Asia;2017;4
22 Huesca;De Asia;2016;13
22 Huesca;De Asia;2015;4
22 Huesca;De Asia;2014;5
22 Huesca;De Asia;2013;5
22 Huesca;De Oceanía;2019;0
22 Huesca;De Oceanía;2018;0
22 Huesca;De Oceanía;2017;0
22 Huesca;De Oceanía;2016;1
22 Huesca;De Oceanía;2015;0
22 Huesca;De Oceanía;2014;0
22 Huesca;De Oceanía;2013;0
23 Jaén;Total;2019;5.247
23 Jaén;Total;2018;5.587
23 Jaén;Total;2017;5.521
23 Jaén;Total;2016;5.062
23 Jaén;Total;2015;4.182
23 Jaén;Total;2014;3.667
23 Jaén;Total;2013;3.938
23 Jaén;Española;2019;4.966
23 Jaén;Española;2018;5.274
23 Jaén;Española;2017;5.213
23 Jaén;Española;2016;4.732
23 Jaén;Española;2015;3.913
23 Jaén;Española;2014;3.358
23 Jaén;Española;2013;3.659
23 Jaén;País de la UE28 sin España;2019;91
23 Jaén;País de la UE28 sin España;2018;123
23 Jaén;País de la UE28 sin España;2017;109
23 Jaén;País de la UE28 sin España;2016;137
23 Jaén;País de la UE28 sin España;2015;73
23 Jaén;País de la UE28 sin España;2014;101
23 Jaén;País de la UE28 sin España;2013;112
23 Jaén;País de Europa menos UE;2019;10
23 Jaén;País de Europa menos UE;2018;5
23 Jaén;País de Europa menos UE;2017;4
23 Jaén;País de Europa menos UE;2016;10
23 Jaén;País de Europa menos UE;2015;1
23 Jaén;País de Europa menos UE;2014;4
23 Jaén;País de Europa menos UE;2013;5
23 Jaén;De Africa;2019;99
23 Jaén;De Africa;2018;117
23 Jaén;De Africa;2017;111
23 Jaén;De Africa;2016;115
23 Jaén;De Africa;2015;109
23 Jaén;De Africa;2014;119
23 Jaén;De Africa;2013;68
23 Jaén;De América;2019;76
23 Jaén;De América;2018;61
23 Jaén;De América;2017;76
23 Jaén;De América;2016;62
23 Jaén;De América;2015;78
23 Jaén;De América;2014;75
23 Jaén;De América;2013;75
23 Jaén;De Asia;2019;5
23 Jaén;De Asia;2018;7
23 Jaén;De Asia;2017;8
23 Jaén;De Asia;2016;6
23 Jaén;De Asia;2015;8
23 Jaén;De Asia;2014;10
23 Jaén;De Asia;2013;19
23 Jaén;De Oceanía;2019;0
23 Jaén;De Oceanía;2018;0
23 Jaén;De Oceanía;2017;0
23 Jaén;De Oceanía;2016;0
23 Jaén;De Oceanía;2015;0
23 Jaén;De Oceanía;2014;0
23 Jaén;De Oceanía;2013;0
24 León;Total;2019;3.398
24 León;Total;2018;3.186
24 León;Total;2017;3.476
24 León;Total;2016;2.934
24 León;Total;2015;2.164
24 León;Total;2014;2.339
24 León;Total;2013;2.323
24 León;Española;2019;3.057
24 León;Española;2018;2.842
24 León;Española;2017;3.043
24 León;Española;2016;2.555
24 León;Española;2015;1.882
24 León;Española;2014;2.051
24 León;Española;2013;2.028
24 León;País de la UE28 sin España;2019;140
24 León;País de la UE28 sin España;2018;182
24 León;País de la UE28 sin España;2017;183
24 León;País de la UE28 sin España;2016;177
24 León;País de la UE28 sin España;2015;123
24 León;País de la UE28 sin España;2014;118
24 León;País de la UE28 sin España;2013;140
24 León;País de Europa menos UE;2019;7
24 León;País de Europa menos UE;2018;9
24 León;País de Europa menos UE;2017;13
24 León;País de Europa menos UE;2016;2
24 León;País de Europa menos UE;2015;11
24 León;País de Europa menos UE;2014;8
24 León;País de Europa menos UE;2013;6
24 León;De Africa;2019;77
24 León;De Africa;2018;65
24 León;De Africa;2017;87
24 León;De Africa;2016;70
24 León;De Africa;2015;49
24 León;De Africa;2014;52
24 León;De Africa;2013;46
24 León;De América;2019;114
24 León;De América;2018;84
24 León;De América;2017;145
24 León;De América;2016;124
24 León;De América;2015;95
24 León;De América;2014;104
24 León;De América;2013;103
24 León;De Asia;2019;3
24 León;De Asia;2018;4
24 León;De Asia;2017;5
24 León;De Asia;2016;6
24 León;De Asia;2015;4
24 León;De Asia;2014;6
24 León;De Asia;2013;0
24 León;De Oceanía;2019;0
24 León;De Oceanía;2018;0
24 León;De Oceanía;2017;0
24 León;De Oceanía;2016;0
24 León;De Oceanía;2015;0
24 León;De Oceanía;2014;0
24 León;De Oceanía;2013;0
25 Lleida;Total;2019;3.727
25 Lleida;Total;2018;3.764
25 Lleida;Total;2017;3.436
25 Lleida;Total;2016;3.348
25 Lleida;Total;2015;3.056
25 Lleida;Total;2014;2.608
25 Lleida;Total;2013;2.426
25 Lleida;Española;2019;2.387
25 Lleida;Española;2018;2.469
25 Lleida;Española;2017;2.328
25 Lleida;Española;2016;2.267
25 Lleida;Española;2015;2.072
25 Lleida;Española;2014;1.713
25 Lleida;Española;2013;1.547
25 Lleida;País de la UE28 sin España;2019;417
25 Lleida;País de la UE28 sin España;2018;490
25 Lleida;País de la UE28 sin España;2017;370
25 Lleida;País de la UE28 sin España;2016;354
25 Lleida;País de la UE28 sin España;2015;337
25 Lleida;País de la UE28 sin España;2014;282
25 Lleida;País de la UE28 sin España;2013;285
25 Lleida;País de Europa menos UE;2019;58
25 Lleida;País de Europa menos UE;2018;68
25 Lleida;País de Europa menos UE;2017;57
25 Lleida;País de Europa menos UE;2016;62
25 Lleida;País de Europa menos UE;2015;60
25 Lleida;País de Europa menos UE;2014;86
25 Lleida;País de Europa menos UE;2013;47
25 Lleida;De Africa;2019;624
25 Lleida;De Africa;2018;530
25 Lleida;De Africa;2017;482
25 Lleida;De Africa;2016;486
25 Lleida;De Africa;2015;394
25 Lleida;De Africa;2014;374
25 Lleida;De Africa;2013;355
25 Lleida;De América;2019;214
25 Lleida;De América;2018;187
25 Lleida;De América;2017;179
25 Lleida;De América;2016;163
25 Lleida;De América;2015;171
25 Lleida;De América;2014;148
25 Lleida;De América;2013;180
25 Lleida;De Asia;2019;27
25 Lleida;De Asia;2018;20
25 Lleida;De Asia;2017;20
25 Lleida;De Asia;2016;16
25 Lleida;De Asia;2015;22
25 Lleida;De Asia;2014;5
25 Lleida;De Asia;2013;10
25 Lleida;De Oceanía;2019;0
25 Lleida;De Oceanía;2018;0
25 Lleida;De Oceanía;2017;0
25 Lleida;De Oceanía;2016;0
25 Lleida;De Oceanía;2015;0
25 Lleida;De Oceanía;2014;0
25 Lleida;De Oceanía;2013;2
27 Lugo;Total;2019;1.801
27 Lugo;Total;2018;1.681
27 Lugo;Total;2017;1.726
27 Lugo;Total;2016;1.729
27 Lugo;Total;2015;1.435
27 Lugo;Total;2014;1.753
27 Lugo;Total;2013;1.587
27 Lugo;Española;2019;1.608
27 Lugo;Española;2018;1.466
27 Lugo;Española;2017;1.497
27 Lugo;Española;2016;1.523
27 Lugo;Española;2015;1.287
27 Lugo;Española;2014;1.544
27 Lugo;Española;2013;1.401
27 Lugo;País de la UE28 sin España;2019;74
27 Lugo;País de la UE28 sin España;2018;96
27 Lugo;País de la UE28 sin España;2017;89
27 Lugo;País de la UE28 sin España;2016;96
27 Lugo;País de la UE28 sin España;2015;54
27 Lugo;País de la UE28 sin España;2014;79
27 Lugo;País de la UE28 sin España;2013;75
27 Lugo;País de Europa menos UE;2019;5
27 Lugo;País de Europa menos UE;2018;6
27 Lugo;País de Europa menos UE;2017;4
27 Lugo;País de Europa menos UE;2016;1
27 Lugo;País de Europa menos UE;2015;6
27 Lugo;País de Europa menos UE;2014;4
27 Lugo;País de Europa menos UE;2013;2
27 Lugo;De Africa;2019;30
27 Lugo;De Africa;2018;43
27 Lugo;De Africa;2017;56
27 Lugo;De Africa;2016;35
27 Lugo;De Africa;2015;29
27 Lugo;De Africa;2014;23
27 Lugo;De Africa;2013;35
27 Lugo;De América;2019;82
27 Lugo;De América;2018;70
27 Lugo;De América;2017;79
27 Lugo;De América;2016;74
27 Lugo;De América;2015;58
27 Lugo;De América;2014;101
27 Lugo;De América;2013;74
27 Lugo;De Asia;2019;2
27 Lugo;De Asia;2018;0
27 Lugo;De Asia;2017;1
27 Lugo;De Asia;2016;0
27 Lugo;De Asia;2015;1
27 Lugo;De Asia;2014;2
27 Lugo;De Asia;2013;0
27 Lugo;De Oceanía;2019;0
27 Lugo;De Oceanía;2018;0
27 Lugo;De Oceanía;2017;0
27 Lugo;De Oceanía;2016;0
27 Lugo;De Oceanía;2015;0
27 Lugo;De Oceanía;2014;0
27 Lugo;De Oceanía;2013;0
28 Madrid;Total;2019;54.264
28 Madrid;Total;2018;56.063
28 Madrid;Total;2017;52.778
28 Madrid;Total;2016;46.487
28 Madrid;Total;2015;34.746
28 Madrid;Total;2014;34.146
28 Madrid;Total;2013;34.123
28 Madrid;Española;2019;37.815
28 Madrid;Española;2018;39.567
28 Madrid;Española;2017;37.386
28 Madrid;Española;2016;32.873
28 Madrid;Española;2015;23.911
28 Madrid;Española;2014;23.261
28 Madrid;Española;2013;22.566
28 Madrid;País de la UE28 sin España;2019;4.583
28 Madrid;País de la UE28 sin España;2018;5.042
28 Madrid;País de la UE28 sin España;2017;4.619
28 Madrid;País de la UE28 sin España;2016;4.176
28 Madrid;País de la UE28 sin España;2015;3.006
28 Madrid;País de la UE28 sin España;2014;2.840
28 Madrid;País de la UE28 sin España;2013;2.993
28 Madrid;País de Europa menos UE;2019;778
28 Madrid;País de Europa menos UE;2018;718
28 Madrid;País de Europa menos UE;2017;698
28 Madrid;País de Europa menos UE;2016;464
28 Madrid;País de Europa menos UE;2015;352
28 Madrid;País de Europa menos UE;2014;286
28 Madrid;País de Europa menos UE;2013;239
28 Madrid;De Africa;2019;3.256
28 Madrid;De Africa;2018;3.190
28 Madrid;De Africa;2017;3.008
28 Madrid;De Africa;2016;2.488
28 Madrid;De Africa;2015;1.955
28 Madrid;De Africa;2014;1.952
28 Madrid;De Africa;2013;1.784
28 Madrid;De América;2019;7.213
28 Madrid;De América;2018;6.947
28 Madrid;De América;2017;6.507
28 Madrid;De América;2016;6.069
28 Madrid;De América;2015;5.142
28 Madrid;De América;2014;5.422
28 Madrid;De América;2013;6.159
28 Madrid;De Asia;2019;615
28 Madrid;De Asia;2018;594
28 Madrid;De Asia;2017;557
28 Madrid;De Asia;2016;414
28 Madrid;De Asia;2015;375
28 Madrid;De Asia;2014;382
28 Madrid;De Asia;2013;357
28 Madrid;De Oceanía;2019;4
28 Madrid;De Oceanía;2018;5
28 Madrid;De Oceanía;2017;3
28 Madrid;De Oceanía;2016;3
28 Madrid;De Oceanía;2015;5
28 Madrid;De Oceanía;2014;3
28 Madrid;De Oceanía;2013;25
29 Málaga;Total;2019;15.808
29 Málaga;Total;2018;15.689
29 Málaga;Total;2017;15.277
29 Málaga;Total;2016;14.306
29 Málaga;Total;2015;11.105
29 Málaga;Total;2014;10.700
29 Málaga;Total;2013;11.096
29 Málaga;Española;2019;12.057
29 Málaga;Española;2018;12.136
29 Málaga;Española;2017;11.903
29 Málaga;Española;2016;11.093
29 Málaga;Española;2015;8.459
29 Málaga;Española;2014;8.220
29 Málaga;Española;2013;8.517
29 Málaga;País de la UE28 sin España;2019;1.670
29 Málaga;País de la UE28 sin España;2018;1.588
29 Málaga;País de la UE28 sin España;2017;1.493
29 Málaga;País de la UE28 sin España;2016;1.472
29 Málaga;País de la UE28 sin España;2015;1.275
29 Málaga;País de la UE28 sin España;2014;1.051
29 Málaga;País de la UE28 sin España;2013;1.073
29 Málaga;País de Europa menos UE;2019;306
29 Málaga;País de Europa menos UE;2018;325
29 Málaga;País de Europa menos UE;2017;271
29 Málaga;País de Europa menos UE;2016;259
29 Málaga;País de Europa menos UE;2015;175
29 Málaga;País de Europa menos UE;2014;206
29 Málaga;País de Europa menos UE;2013;138
29 Málaga;De Africa;2019;999
29 Málaga;De Africa;2018;886
29 Málaga;De Africa;2017;853
29 Málaga;De Africa;2016;804
29 Málaga;De Africa;2015;625
29 Málaga;De Africa;2014;649
29 Málaga;De Africa;2013;728
29 Málaga;De América;2019;617
29 Málaga;De América;2018;605
29 Málaga;De América;2017;597
29 Málaga;De América;2016;538
29 Málaga;De América;2015;479
29 Málaga;De América;2014;485
29 Málaga;De América;2013;567
29 Málaga;De Asia;2019;155
29 Málaga;De Asia;2018;146
29 Málaga;De Asia;2017;157
29 Málaga;De Asia;2016;135
29 Málaga;De Asia;2015;92
29 Málaga;De Asia;2014;88
29 Málaga;De Asia;2013;71
29 Málaga;De Oceanía;2019;4
29 Málaga;De Oceanía;2018;3
29 Málaga;De Oceanía;2017;3
29 Málaga;De Oceanía;2016;5
29 Málaga;De Oceanía;2015;0
29 Málaga;De Oceanía;2014;1
29 Málaga;De Oceanía;2013;2
30 Murcia;Total;2019;13.275
30 Murcia;Total;2018;13.101
30 Murcia;Total;2017;12.761
30 Murcia;Total;2016;12.812
30 Murcia;Total;2015;10.238
30 Murcia;Total;2014;9.757
30 Murcia;Total;2013;10.010
30 Murcia;Española;2019;9.845
30 Murcia;Española;2018;9.717
30 Murcia;Española;2017;9.655
30 Murcia;Española;2016;9.749
30 Murcia;Española;2015;7.539
30 Murcia;Española;2014;7.003
30 Murcia;Española;2013;7.100
30 Murcia;País de la UE28 sin España;2019;525
30 Murcia;País de la UE28 sin España;2018;521
30 Murcia;País de la UE28 sin España;2017;506
30 Murcia;País de la UE28 sin España;2016;477
30 Murcia;País de la UE28 sin España;2015;443
30 Murcia;País de la UE28 sin España;2014;428
30 Murcia;País de la UE28 sin España;2013;457
30 Murcia;País de Europa menos UE;2019;138
30 Murcia;País de Europa menos UE;2018;102
30 Murcia;País de Europa menos UE;2017;103
30 Murcia;País de Europa menos UE;2016;109
30 Murcia;País de Europa menos UE;2015;83
30 Murcia;País de Europa menos UE;2014;81
30 Murcia;País de Europa menos UE;2013;82
30 Murcia;De Africa;2019;1.312
30 Murcia;De Africa;2018;1.294
30 Murcia;De Africa;2017;1.129
30 Murcia;De Africa;2016;1.097
30 Murcia;De Africa;2015;837
30 Murcia;De Africa;2014;809
30 Murcia;De Africa;2013;840
30 Murcia;De América;2019;1.376
30 Murcia;De América;2018;1.424
30 Murcia;De América;2017;1.326
30 Murcia;De América;2016;1.337
30 Murcia;De América;2015;1.315
30 Murcia;De América;2014;1.416
30 Murcia;De América;2013;1.492
30 Murcia;De Asia;2019;77
30 Murcia;De Asia;2018;43
30 Murcia;De Asia;2017;42
30 Murcia;De Asia;2016;43
30 Murcia;De Asia;2015;21
30 Murcia;De Asia;2014;20
30 Murcia;De Asia;2013;33
30 Murcia;De Oceanía;2019;2
30 Murcia;De Oceanía;2018;0
30 Murcia;De Oceanía;2017;0
30 Murcia;De Oceanía;2016;0
30 Murcia;De Oceanía;2015;0
30 Murcia;De Oceanía;2014;0
30 Murcia;De Oceanía;2013;6
31 Navarra;Total;2019;4.940
31 Navarra;Total;2018;4.775
31 Navarra;Total;2017;4.533
31 Navarra;Total;2016;4.109
31 Navarra;Total;2015;3.481
31 Navarra;Total;2014;3.301
31 Navarra;Total;2013;3.380
31 Navarra;Española;2019;3.544
31 Navarra;Española;2018;3.551
31 Navarra;Española;2017;3.392
31 Navarra;Española;2016;2.998
31 Navarra;Española;2015;2.501
31 Navarra;Española;2014;2.347
31 Navarra;Española;2013;2.411
31 Navarra;País de la UE28 sin España;2019;404
31 Navarra;País de la UE28 sin España;2018;426
31 Navarra;País de la UE28 sin España;2017;370
31 Navarra;País de la UE28 sin España;2016;383
31 Navarra;País de la UE28 sin España;2015;303
31 Navarra;País de la UE28 sin España;2014;303
31 Navarra;País de la UE28 sin España;2013;283
31 Navarra;País de Europa menos UE;2019;80
31 Navarra;País de Europa menos UE;2018;60
31 Navarra;País de Europa menos UE;2017;47
31 Navarra;País de Europa menos UE;2016;48
31 Navarra;País de Europa menos UE;2015;43
31 Navarra;País de Europa menos UE;2014;41
31 Navarra;País de Europa menos UE;2013;53
31 Navarra;De Africa;2019;379
31 Navarra;De Africa;2018;271
31 Navarra;De Africa;2017;298
31 Navarra;De Africa;2016;260
31 Navarra;De Africa;2015;194
31 Navarra;De Africa;2014;200
31 Navarra;De Africa;2013;194
31 Navarra;De América;2019;521
31 Navarra;De América;2018;449
31 Navarra;De América;2017;415
31 Navarra;De América;2016;393
31 Navarra;De América;2015;423
31 Navarra;De América;2014;404
31 Navarra;De América;2013;427
31 Navarra;De Asia;2019;11
31 Navarra;De Asia;2018;12
31 Navarra;De Asia;2017;10
31 Navarra;De Asia;2016;23
31 Navarra;De Asia;2015;15
31 Navarra;De Asia;2014;4
31 Navarra;De Asia;2013;10
31 Navarra;De Oceanía;2019;1
31 Navarra;De Oceanía;2018;6
31 Navarra;De Oceanía;2017;1
31 Navarra;De Oceanía;2016;4
31 Navarra;De Oceanía;2015;2
31 Navarra;De Oceanía;2014;2
31 Navarra;De Oceanía;2013;2
32 Ourense;Total;2019;2.198
32 Ourense;Total;2018;1.859
32 Ourense;Total;2017;2.084
32 Ourense;Total;2016;1.883
32 Ourense;Total;2015;1.955
32 Ourense;Total;2014;1.839
32 Ourense;Total;2013;1.885
32 Ourense;Española;2019;1.930
32 Ourense;Española;2018;1.630
32 Ourense;Española;2017;1.826
32 Ourense;Española;2016;1.623
32 Ourense;Española;2015;1.681
32 Ourense;Española;2014;1.593
32 Ourense;Española;2013;1.594
32 Ourense;País de la UE28 sin España;2019;158
32 Ourense;País de la UE28 sin España;2018;144
32 Ourense;País de la UE28 sin España;2017;145
32 Ourense;País de la UE28 sin España;2016;145
32 Ourense;País de la UE28 sin España;2015;165
32 Ourense;País de la UE28 sin España;2014;154
32 Ourense;País de la UE28 sin España;2013;194
32 Ourense;País de Europa menos UE;2019;11
32 Ourense;País de Europa menos UE;2018;0
32 Ourense;País de Europa menos UE;2017;2
32 Ourense;País de Europa menos UE;2016;3
32 Ourense;País de Europa menos UE;2015;3
32 Ourense;País de Europa menos UE;2014;1
32 Ourense;País de Europa menos UE;2013;4
32 Ourense;De Africa;2019;17
32 Ourense;De Africa;2018;24
32 Ourense;De Africa;2017;25
32 Ourense;De Africa;2016;38
32 Ourense;De Africa;2015;26
32 Ourense;De Africa;2014;7
32 Ourense;De Africa;2013;18
32 Ourense;De América;2019;80
32 Ourense;De América;2018;57
32 Ourense;De América;2017;86
32 Ourense;De América;2016;72
32 Ourense;De América;2015;80
32 Ourense;De América;2014;80
32 Ourense;De América;2013;73
32 Ourense;De Asia;2019;2
32 Ourense;De Asia;2018;4
32 Ourense;De Asia;2017;0
32 Ourense;De Asia;2016;2
32 Ourense;De Asia;2015;0
32 Ourense;De Asia;2014;4
32 Ourense;De Asia;2013;2
32 Ourense;De Oceanía;2019;0
32 Ourense;De Oceanía;2018;0
32 Ourense;De Oceanía;2017;0
32 Ourense;De Oceanía;2016;0
32 Ourense;De Oceanía;2015;0
32 Ourense;De Oceanía;2014;0
32 Ourense;De Oceanía;2013;0
34 Palencia;Total;2019;1.130
34 Palencia;Total;2018;974
34 Palencia;Total;2017;1.053
34 Palencia;Total;2016;849
34 Palencia;Total;2015;846
34 Palencia;Total;2014;776
34 Palencia;Total;2013;894
34 Palencia;Española;2019;1.007
34 Palencia;Española;2018;852
34 Palencia;Española;2017;935
34 Palencia;Española;2016;737
34 Palencia;Española;2015;737
34 Palencia;Española;2014;674
34 Palencia;Española;2013;778
34 Palencia;País de la UE28 sin España;2019;41
34 Palencia;País de la UE28 sin España;2018;38
34 Palencia;País de la UE28 sin España;2017;44
34 Palencia;País de la UE28 sin España;2016;44
34 Palencia;País de la UE28 sin España;2015;43
34 Palencia;País de la UE28 sin España;2014;45
34 Palencia;País de la UE28 sin España;2013;45
34 Palencia;País de Europa menos UE;2019;7
34 Palencia;País de Europa menos UE;2018;3
34 Palencia;País de Europa menos UE;2017;7
34 Palencia;País de Europa menos UE;2016;2
34 Palencia;País de Europa menos UE;2015;2
34 Palencia;País de Europa menos UE;2014;2
34 Palencia;País de Europa menos UE;2013;1
34 Palencia;De Africa;2019;24
34 Palencia;De Africa;2018;32
34 Palencia;De Africa;2017;30
34 Palencia;De Africa;2016;23
34 Palencia;De Africa;2015;32
34 Palencia;De Africa;2014;18
34 Palencia;De Africa;2013;23
34 Palencia;De América;2019;48
34 Palencia;De América;2018;45
34 Palencia;De América;2017;34
34 Palencia;De América;2016;41
34 Palencia;De América;2015;30
34 Palencia;De América;2014;35
34 Palencia;De América;2013;43
34 Palencia;De Asia;2019;3
34 Palencia;De Asia;2018;4
34 Palencia;De Asia;2017;3
34 Palencia;De Asia;2016;2
34 Palencia;De Asia;2015;2
34 Palencia;De Asia;2014;2
34 Palencia;De Asia;2013;4
34 Palencia;De Oceanía;2019;0
34 Palencia;De Oceanía;2018;0
34 Palencia;De Oceanía;2017;0
34 Palencia;De Oceanía;2016;0
34 Palencia;De Oceanía;2015;0
34 Palencia;De Oceanía;2014;0
34 Palencia;De Oceanía;2013;0
35 Palmas, Las;Total;2019;11.001
35 Palmas, Las;Total;2018;11.091
35 Palmas, Las;Total;2017;10.556
35 Palmas, Las;Total;2016;9.408
35 Palmas, Las;Total;2015;7.721
35 Palmas, Las;Total;2014;7.623
35 Palmas, Las;Total;2013;7.423
35 Palmas, Las;Española;2019;8.998
35 Palmas, Las;Española;2018;9.270
35 Palmas, Las;Española;2017;8.780
35 Palmas, Las;Española;2016;7.859
35 Palmas, Las;Española;2015;6.433
35 Palmas, Las;Española;2014;6.401
35 Palmas, Las;Española;2013;6.117
35 Palmas, Las;País de la UE28 sin España;2019;666
35 Palmas, Las;País de la UE28 sin España;2018;683
35 Palmas, Las;País de la UE28 sin España;2017;676
35 Palmas, Las;País de la UE28 sin España;2016;555
35 Palmas, Las;País de la UE28 sin España;2015;474
35 Palmas, Las;País de la UE28 sin España;2014;429
35 Palmas, Las;País de la UE28 sin España;2013;390
35 Palmas, Las;País de Europa menos UE;2019;192
35 Palmas, Las;País de Europa menos UE;2018;87
35 Palmas, Las;País de Europa menos UE;2017;72
35 Palmas, Las;País de Europa menos UE;2016;65
35 Palmas, Las;País de Europa menos UE;2015;37
35 Palmas, Las;País de Europa menos UE;2014;29
35 Palmas, Las;País de Europa menos UE;2013;48
35 Palmas, Las;De Africa;2019;499
35 Palmas, Las;De Africa;2018;442
35 Palmas, Las;De Africa;2017;425
35 Palmas, Las;De Africa;2016;394
35 Palmas, Las;De Africa;2015;359
35 Palmas, Las;De Africa;2014;345
35 Palmas, Las;De Africa;2013;346
35 Palmas, Las;De América;2019;548
35 Palmas, Las;De América;2018;513
35 Palmas, Las;De América;2017;554
35 Palmas, Las;De América;2016;493
35 Palmas, Las;De América;2015;385
35 Palmas, Las;De América;2014;400
35 Palmas, Las;De América;2013;475
35 Palmas, Las;De Asia;2019;97
35 Palmas, Las;De Asia;2018;95
35 Palmas, Las;De Asia;2017;49
35 Palmas, Las;De Asia;2016;40
35 Palmas, Las;De Asia;2015;33
35 Palmas, Las;De Asia;2014;19
35 Palmas, Las;De Asia;2013;47
35 Palmas, Las;De Oceanía;2019;1
35 Palmas, Las;De Oceanía;2018;1
35 Palmas, Las;De Oceanía;2017;0
35 Palmas, Las;De Oceanía;2016;2
35 Palmas, Las;De Oceanía;2015;0
35 Palmas, Las;De Oceanía;2014;0
35 Palmas, Las;De Oceanía;2013;0
36 Pontevedra;Total;2019;7.535
36 Pontevedra;Total;2018;6.199
36 Pontevedra;Total;2017;7.204
36 Pontevedra;Total;2016;6.631
36 Pontevedra;Total;2015;5.909
36 Pontevedra;Total;2014;5.695
36 Pontevedra;Total;2013;5.740
36 Pontevedra;Española;2019;6.931
36 Pontevedra;Española;2018;5.663
36 Pontevedra;Española;2017;6.575
36 Pontevedra;Española;2016;6.084
36 Pontevedra;Española;2015;5.378
36 Pontevedra;Española;2014;5.194
36 Pontevedra;Española;2013;5.260
36 Pontevedra;País de la UE28 sin España;2019;228
36 Pontevedra;País de la UE28 sin España;2018;234
36 Pontevedra;País de la UE28 sin España;2017;291
36 Pontevedra;País de la UE28 sin España;2016;236
36 Pontevedra;País de la UE28 sin España;2015;231
36 Pontevedra;País de la UE28 sin España;2014;219
36 Pontevedra;País de la UE28 sin España;2013;217
36 Pontevedra;País de Europa menos UE;2019;23
36 Pontevedra;País de Europa menos UE;2018;17
36 Pontevedra;País de Europa menos UE;2017;17
36 Pontevedra;País de Europa menos UE;2016;18
36 Pontevedra;País de Europa menos UE;2015;9
36 Pontevedra;País de Europa menos UE;2014;5
36 Pontevedra;País de Europa menos UE;2013;5
36 Pontevedra;De Africa;2019;95
36 Pontevedra;De Africa;2018;77
36 Pontevedra;De Africa;2017;80
36 Pontevedra;De Africa;2016;95
36 Pontevedra;De Africa;2015;72
36 Pontevedra;De Africa;2014;69
36 Pontevedra;De Africa;2013;63
36 Pontevedra;De América;2019;248
36 Pontevedra;De América;2018;197
36 Pontevedra;De América;2017;233
36 Pontevedra;De América;2016;195
36 Pontevedra;De América;2015;208
36 Pontevedra;De América;2014;204
36 Pontevedra;De América;2013;185
36 Pontevedra;De Asia;2019;10
36 Pontevedra;De Asia;2018;10
36 Pontevedra;De Asia;2017;7
36 Pontevedra;De Asia;2016;3
36 Pontevedra;De Asia;2015;11
36 Pontevedra;De Asia;2014;4
36 Pontevedra;De Asia;2013;9
36 Pontevedra;De Oceanía;2019;0
36 Pontevedra;De Oceanía;2018;1
36 Pontevedra;De Oceanía;2017;1
36 Pontevedra;De Oceanía;2016;0
36 Pontevedra;De Oceanía;2015;0
36 Pontevedra;De Oceanía;2014;0
36 Pontevedra;De Oceanía;2013;1
26 Rioja, La;Total;2019;2.439
26 Rioja, La;Total;2018;2.734
26 Rioja, La;Total;2017;2.476
26 Rioja, La;Total;2016;2.561
26 Rioja, La;Total;2015;1.956
26 Rioja, La;Total;2014;1.890
26 Rioja, La;Total;2013;1.686
26 Rioja, La;Española;2019;1.784
26 Rioja, La;Española;2018;2.019
26 Rioja, La;Española;2017;1.818
26 Rioja, La;Española;2016;1.829
26 Rioja, La;Española;2015;1.393
26 Rioja, La;Española;2014;1.377
26 Rioja, La;Española;2013;1.150
26 Rioja, La;País de la UE28 sin España;2019;215
26 Rioja, La;País de la UE28 sin España;2018;275
26 Rioja, La;País de la UE28 sin España;2017;296
26 Rioja, La;País de la UE28 sin España;2016;286
26 Rioja, La;País de la UE28 sin España;2015;237
26 Rioja, La;País de la UE28 sin España;2014;193
